rate_date,from_currency,to_currency,rate
2024-10-17,EUR,GBP,0.91571
2024-10-17,USD,GBP,0.721766
2024-10-18,EUR,GBP,0.92035
2024-10-18,USD,GBP,0.718935
2024-10-21,EUR,GBP,0.916956
2024-10-21,USD,GBP,0.715896
2024-10-22,EUR,GBP,0.916234
2024-10-22,USD,GBP,0.713193
2024-10-23,EUR,GBP,0.92009
2024-10-23,USD,GBP,0.717218
2024-10-24,EUR,GBP,0.91587
2024-10-24,USD,GBP,0.715247
2024-10-25,EUR,GBP,0.9144
2024-10-25,USD,GBP,0.715291
2024-10-28,EUR,GBP,0.912459
2024-10-28,USD,GBP,0.712367
2024-10-29,EUR,GBP,0.910815
2024-10-29,USD,GBP,0.711987
2024-10-30,EUR,GBP,0.911963
2024-10-30,USD,GBP,0.711455
2024-10-31,EUR,GBP,0.910406
2024-10-31,USD,GBP,0.710995
2024-11-01,EUR,GBP,0.907925
2024-11-01,USD,GBP,0.710651
2024-11-04,EUR,GBP,0.910153
2024-11-04,USD,GBP,0.707938
2024-11-05,EUR,GBP,0.919727
2024-11-05,USD,GBP,0.709033
2024-11-06,EUR,GBP,0.924365
2024-11-06,USD,GBP,0.713204
2024-11-07,EUR,GBP,0.92491
2024-11-07,USD,GBP,0.719548
2024-11-08,EUR,GBP,0.923885
2024-11-08,USD,GBP,0.713293
2024-11-11,EUR,GBP,0.930374
2024-11-11,USD,GBP,0.711696
2024-11-12,EUR,GBP,0.930906
2024-11-12,USD,GBP,0.710857
2024-11-13,EUR,GBP,0.930942
2024-11-13,USD,GBP,0.709792
2024-11-14,EUR,GBP,0.924517
2024-11-14,USD,GBP,0.714431
2024-11-15,EUR,GBP,0.923108
2024-11-15,USD,GBP,0.712116
2024-11-18,EUR,GBP,0.922573
2024-11-18,USD,GBP,0.712385
2024-11-19,EUR,GBP,0.924124
2024-11-19,USD,GBP,0.713227
2024-11-20,EUR,GBP,0.920699
2024-11-20,USD,GBP,0.71645
2024-11-21,EUR,GBP,0.916694
2024-11-21,USD,GBP,0.718696
2024-11-22,EUR,GBP,0.916138
2024-11-22,USD,GBP,0.719174
2024-11-25,EUR,GBP,0.918693
2024-11-25,USD,GBP,0.719611
2024-11-26,EUR,GBP,0.915101
2024-11-26,USD,GBP,0.720787
2024-11-27,EUR,GBP,0.91093
2024-11-27,USD,GBP,0.722228
2024-11-28,EUR,GBP,0.915005
2024-11-28,USD,GBP,0.718135
2024-11-29,EUR,GBP,0.913107
2024-11-29,USD,GBP,0.717883
2024-12-02,EUR,GBP,0.913626
2024-12-02,USD,GBP,0.718561
2024-12-03,EUR,GBP,0.9178
2024-12-03,USD,GBP,0.715014
2024-12-04,EUR,GBP,0.917602
2024-12-04,USD,GBP,0.712258
2024-12-05,EUR,GBP,0.916234
2024-12-05,USD,GBP,0.712573
2024-12-06,EUR,GBP,0.908442
2024-12-06,USD,GBP,0.709259
2024-12-09,EUR,GBP,0.901364
2024-12-09,USD,GBP,0.709067
2024-12-10,EUR,GBP,0.904786
2024-12-10,USD,GBP,0.711155
2024-12-11,EUR,GBP,0.909831
2024-12-11,USD,GBP,0.709708
2024-12-12,EUR,GBP,0.906665
2024-12-12,USD,GBP,0.710904
2024-12-13,EUR,GBP,0.909783
2024-12-13,USD,GBP,0.705063
2024-12-16,EUR,GBP,0.903963
2024-12-16,USD,GBP,0.705374
2024-12-17,EUR,GBP,0.90173
2024-12-17,USD,GBP,0.703082
2024-12-18,EUR,GBP,0.904964
2024-12-18,USD,GBP,0.69985
2024-12-19,USD,GBP,0.69934
2024-12-20,USD,GBP,0.699322
2024-12-23,EUR,GBP,0.908908
2024-12-23,USD,GBP,0.69863
2024-12-24,USD,GBP,0.697633
2024-12-25,EUR,GBP,0.913918
2024-12-25,USD,GBP,0.699043
2024-12-26,EUR,GBP,0.911575
2024-12-26,USD,GBP,0.695639
2024-12-27,EUR,GBP,0.91158
2024-12-27,USD,GBP,0.693245
2024-12-30,EUR,GBP,0.916263
2024-12-30,USD,GBP,0.699313
2024-12-31,EUR,GBP,0.916472
2024-12-31,USD,GBP,0.703811
