invoice_id,invoice_type,customer_id,supplier_id,invoice_date,due_date,currency,net_amount,tax_amount,gross_amount,gross_amount_gbp,cost_centre_code,status
SI-2023-01070,SALES,C2008,,06/10/2023,2023-12-05,EUR,7254.0,0.0,7254.0,6040.25,CC220,PAID 
SI-2023-01071,SALES,C2060,,18-Oct-2023,2023-11-17,EUR,30274.46,0.0,30274.46,25614.4,CC220,PAID
SI-2023-01072,SALES,C2017,,2023-10-06,2023-11-20,EUR,6446.91,0.0,6446.91,5368.2,CC220,Paid
SI-2023-01073,SALES,C2038,,05/10/2023,2023-11-04,GBP,3061.67,612.33,3674.0,3674.0,CC200,paid
SI-2023-01074,SALES,C2016,,20-Oct-2023,2023-11-19,GBP,2573.57,514.71,3088.28,3088.28,CC200,PAID 
SI-2023-01075,SALES,C2060,,2023-10-31,2023-11-30,EUR,4731.9,0.0,4731.9,3957.12,CC220,PAID
SI-2023-01076,SALES,C2014,,31/10/2023,2023-12-30,EUR,6516.95,0.0,6516.95,5449.89,CC220,Paid
SI-2023-01077,SALES,C2039,,12-Oct-2023,2023-10-26,EUR,11675.53,0.0,11675.53,9762.04,CC220,paid
SI-2023-01078,SALES,C2017,,2023-10-06,2023-11-20,EUR,7187.62,0.0,7187.62,5984.97,CC220,PAID 
SI-2023-01079,SALES,C2003,,06/10/2023,2023-11-20,EUR,23467.27,0.0,23467.27,19540.68,CC220,PAID
SI-2023-01080,SALES,C2027,,16-Oct-2023,2023-10-30,EUR,11086.49,0.0,11086.49,9353.52,CC220,Paid
SI-2023-01081,SALES,C2049,,2023-10-24,2023-11-07,GBP,10600.38,2120.08,12720.46,12720.46,CC200,paid
SI-2023-01082,SALES,C2001,,05/10/2023,2023-11-04,USD,9816.23,0.0,9816.23,6920.93,CC220,PAID 
SI-2023-01083,SALES,C2015,,24-Oct-2023,2023-12-23,GBP,12810.89,2562.18,15373.07,15373.07,CC210,PAID
SI-2023-01084,SALES,C2039,,2023-09-29,2023-10-13,EUR,5736.45,0.0,5736.45,4825.36,CC220,Paid
SI-2023-01085,SALES,C2059,,18/10/2023,2023-11-17,EUR,20739.41,0.0,20739.41,17547.05,CC220,paid
SI-2023-01086,SALES,C2053,,27-Oct-2023,2023-11-26,GBP,5757.05,1151.41,6908.46,6908.46,CC200,PAID 
SI-2023-01087,SALES,C2014,,2023-10-24,2023-12-23,EUR,2566.24,0.0,2566.24,2156.0,CC220,PAID
SI-2023-01088,SALES,C2052,,02/10/2023,2023-11-01,EUR,6120.96,0.0,6120.96,5143.73,CC220,Paid
SI-2023-01089,SALES,C2047,,02-Oct-2023,2023-10-16,GBP,5484.89,1096.98,6581.87,6581.87,CC200,paid
SI-2023-01090,SALES,C2038,,2023-10-30,2023-11-29,GBP,31376.99,6275.4,37652.39,37652.39,CC200,PAID 
SI-2023-01091,SALES,C2041,,27/10/2023,2023-11-26,GBP,3882.18,776.44,4658.62,4658.62,CC210,PAID
SI-2023-01092,SALES,C2021,,18-Oct-2023,2024-01-16,GBP,19832.7,3966.54,23799.24,23799.24,CC210,Paid
SI-2023-01093,SALES,C2059,,2023-10-03,2023-11-02,EUR,22412.4,0.0,22412.4,18709.87,CC220,paid
SI-2023-01094,SALES,C2014,,27/10/2023,2023-12-26,EUR,22713.16,0.0,22713.16,19114.9,CC220,PAID 
SI-2023-01095,SALES,C2061,,12-Oct-2023,2023-11-11,GBP,9291.1,1858.22,11149.32,11149.32,CC210,PAID
SI-2023-01096,SALES,C2050,,2023-10-27,2023-11-26,USD,12083.59,0.0,12083.59,8437.58,CC220,Paid
SI-2023-01097,SALES,C2032,,11/10/2023,2023-11-10,GBP,5517.76,1103.55,6621.31,6621.31,CC200,paid
SI-2023-01098,SALES,C2044,,06-Oct-2023,2023-12-05,GBP,4407.84,881.57,5289.41,5289.41,CC200,PAID 
SI-2023-01099,SALES,C2038,,2023-10-23,2023-11-22,GBP,20782.81,4156.56,24939.37,24939.37,CC200,PAID
SI-2023-01100,SALES,C2061,,16/10/2023,2023-11-15,GBP,13645.97,2729.19,16375.16,16375.16,CC210,Paid
SI-2023-01101,SALES,C2049,,27-Oct-2023,2023-11-10,GBP,30033.36,6006.67,36040.03,36040.03,CC200,paid
SI-2023-01102,SALES,C2023,,2023-10-04,2023-11-03,GBP,21176.81,4235.36,25412.17,25412.17,CC200,PAID 
SI-2023-01103,SALES,C2025,,13/10/2023,2024-01-11,USD,9865.87,0.0,9865.87,6936.17,CC220,PAID
SI-2023-01104,SALES,C2037,,18-Oct-2023,2023-11-17,USD,25633.68,0.0,25633.68,18122.7,CC220,Paid
PI-2023-00751,PURCHASE,,S3032,2023-10-06,2023-10-20,EUR,3593.87,0.0,3593.87,2992.54,CC300,paid
PI-2023-00752,PURCHASE,,S3009,12/10/2023,2023-11-11,GBP,17833.3,3566.66,21399.96,21399.96,CC300,PAID 
PI-2023-00753,PURCHASE,,S3017,20-Oct-2023,2023-12-04,GBP,2153.1,430.62,2583.72,2583.72,CC300,PAID
PI-2023-00754,PURCHASE,,S3008,2023-10-05,2023-12-04,GBP,8848.78,1769.76,10618.54,10618.54,CC400,Paid
PI-2023-00755,PURCHASE,,S3003,29/09/2023,2023-10-29,EUR,24979.63,0.0,24979.63,21012.27,CC300,paid
PI-2023-00756,PURCHASE,,S3042,19-Oct-2023,2023-11-18,GBP,20388.2,4077.64,24465.84,24465.84,CC300,PAID 
PI-2023-00757,PURCHASE,,S3042,2023-10-26,2023-11-25,GBP,1474.93,294.99,1769.92,1769.92,CC400,PAID
PI-2023-00758,PURCHASE,,S3039,27/10/2023,2023-11-26,GBP,9719.33,1943.87,11663.2,11663.2,CC400,Paid
PI-2023-00759,PURCHASE,,S3022,27-Oct-2023,2023-12-26,EUR,11468.24,0.0,11468.24,9651.42,CC400,paid
PI-2023-00760,PURCHASE,,S3028,2023-10-19,2023-11-18,GBP,1444.94,288.99,1733.93,1733.93,CC600,PAID 
PI-2023-00761,PURCHASE,,S3007,02/10/2023,2023-11-01,EUR,629.99,0.0,629.99,529.41,CC100,PAID
PI-2023-00762,PURCHASE,,S3019,06-Oct-2023,2023-11-05,EUR,11097.88,0.0,11097.88,9240.96,CC400,Paid
PI-2023-00763,PURCHASE,,S3002,2023-10-26,2023-12-25,EUR,8741.24,0.0,8741.24,7337.06,CC300,paid
PI-2023-00764,PURCHASE,,S3024,03/10/2023,2023-11-17,EUR,1625.11,0.0,1625.11,1356.64,CC600,PAID 
PI-2023-00765,PURCHASE,,S3022,20-Oct-2023,2023-12-19,EUR,4173.14,0.0,4173.14,3525.83,CC600,PAID
PI-2023-00766,PURCHASE,,S3006,2023-10-20,2023-11-19,EUR,4646.12,0.0,4646.12,3925.45,CC400,Paid
PI-2023-00767,PURCHASE,,S3018,13/10/2023,2023-11-12,USD,6672.19,0.0,6672.19,4690.86,CC200,paid
PI-2023-00768,PURCHASE,,S3043,31-Oct-2023,2023-11-14,EUR,977.87,0.0,977.87,817.76,CC100,PAID 
PI-2023-00769,PURCHASE,,S3008,2023-10-10,2023-12-09,GBP,25346.79,5069.36,30416.15,30416.15,CC400,PAID
PI-2023-00770,PURCHASE,,S3028,11/10/2023,2023-11-10,GBP,15882.73,3176.55,19059.28,19059.28,CC300,Paid
PI-2023-00771,PURCHASE,,S3027,02-Oct-2023,2023-10-16,EUR,35919.53,0.0,35919.53,30184.87,CC400,paid
PI-2023-00772,PURCHASE,,S3002,2023-10-02,2023-12-01,EUR,1035.33,0.0,1035.33,870.04,CC400,PAID 
PI-2023-00773,PURCHASE,,S3039,05/10/2023,2023-11-04,GBP,1829.72,365.94,2195.66,2195.66,CC220,PAID
PI-2023-00774,PURCHASE,,S3020,10-Oct-2023,2023-11-09,USD,10926.8,0.0,10926.8,7672.07,CC300,Paid
PI-2023-00775,PURCHASE,,S3034,2023-10-13,2023-11-12,GBP,4427.64,885.53,5313.17,5313.17,CC600,paid
PI-2023-00776,PURCHASE,,S3007,06/10/2023,2023-11-05,EUR,409.56,0.0,409.56,341.03,CC400,PAID 
PI-2023-00777,PURCHASE,,S3043,13-Oct-2023,2023-10-27,EUR,812.83,0.0,812.83,679.35,CC400,PAID
PI-2023-00778,PURCHASE,,S3033,2023-10-16,2023-12-15,GBP,1925.06,385.01,2310.07,2310.07,CC100,Paid
PI-2023-00779,PURCHASE,,S3033,24/10/2023,2023-12-23,GBP,3546.02,709.2,4255.22,4255.22,CC220,paid
PI-2023-00780,PURCHASE,,S3031,24-Oct-2023,2023-12-23,GBP,4009.83,801.97,4811.8,4811.8,CC500,PAID 
PI-2023-00781,PURCHASE,,S3002,2023-10-18,2023-12-17,EUR,1030.55,0.0,1030.55,871.92,CC300,PAID
PI-2023-00782,PURCHASE,,S3003,25/10/2023,2023-11-24,EUR,826.56,0.0,826.56,692.09,CC600,Paid
PI-2023-00783,PURCHASE,,S3018,18-Oct-2023,2023-11-17,USD,983.11,0.0,983.11,695.05,CC600,paid
PI-2023-00784,PURCHASE,,S3031,2023-10-06,2023-12-05,GBP,1888.17,377.63,2265.8,2265.8,CC100,PAID 
PI-2023-00785,PURCHASE,,S3032,04/10/2023,2023-10-18,EUR,965.27,0.0,965.27,803.31,CC400,PAID
SI-2023-01105,SALES,C2038,,23-Nov-2023,2023-12-23,GBP,12515.67,2503.13,15018.8,15018.8,CC200,Paid
SI-2023-01106,SALES,C2015,,2023-11-22,2024-01-21,GBP,17181.2,3436.24,20617.44,20617.44,CC210,paid
SI-2023-01107,SALES,C2051,,03/11/2023,2023-12-18,USD,3231.1,0.0,3231.1,2289.2,CC220,PAID 
SI-2023-01108,SALES,C2010,,03-Nov-2023,2023-12-03,GBP,4286.62,857.32,5143.94,5143.94,CC200,PAID
SI-2023-01109,SALES,C2049,,2023-11-22,2023-12-06,GBP,9046.82,1809.36,10856.18,10856.18,CC200,Paid
SI-2023-01110,SALES,C2037,,10/11/2023,2023-12-10,USD,3088.97,0.0,3088.97,2201.16,CC220,paid
SI-2023-01111,SALES,C2003,,24-Nov-2023,2024-01-08,EUR,4732.77,0.0,4732.77,3857.34,CC220,PAID 
SI-2023-01112,SALES,C2030,,2023-11-07,2023-12-07,GBP,41823.37,8364.67,50188.04,50188.04,CC200,PAID
SI-2023-01113,SALES,C2010,,13/11/2023,2023-12-13,GBP,6677.82,1335.56,8013.38,8013.38,CC200,Paid
SI-2023-01114,SALES,C2017,,10-Nov-2023,2023-12-25,EUR,11724.63,0.0,11724.63,9770.31,CC220,paid
SI-2023-01115,SALES,C2058,,2023-11-10,2024-02-08,EUR,10670.83,0.0,10670.83,8892.16,CC220,PAID 
SI-2023-01116,SALES,C2061,,15/11/2023,2023-12-15,GBP,2790.86,558.17,3349.03,3349.03,CC210,PAID
SI-2023-01117,SALES,C2034,,03-Nov-2023,2023-11-17,EUR,3530.55,0.0,3530.55,2945.76,CC220,Paid
SI-2023-01118,SALES,C2018,,2023-11-08,2023-12-23,EUR,15250.21,0.0,15250.21,12659.76,CC220,paid
SI-2023-01119,SALES,C2024,,17/11/2023,2023-12-17,GBP,2728.34,545.67,3274.01,3274.01,CC210,PAID 
SI-2023-01120,SALES,C2047,,27-Nov-2023,2023-12-11,GBP,5787.89,1157.58,6945.47,6945.47,CC200,PAID
SI-2023-01121,SALES,C2048,,2023-11-09,2023-11-23,GBP,17620.72,3524.14,21144.86,21144.86,CC200,Paid
SI-2023-01122,SALES,C2032,,17/11/2023,2023-12-17,GBP,11949.85,2389.97,14339.82,14339.82,CC200,paid
SI-2023-01123,SALES,C2012,,10-Nov-2023,2024-01-09,EUR,7074.26,0.0,7074.26,5895.09,CC220,PAID 
SI-2023-01124,SALES,C2000,,2023-11-03,2023-12-18,GBP,7034.27,1406.85,8441.12,8441.12,CC200,PAID
SI-2023-01125,SALES,C2027,,27/11/2023,2023-12-11,EUR,18128.43,0.0,18128.43,14818.41,CC220,Paid
SI-2023-01126,SALES,C2003,,28-Nov-2023,2024-01-12,EUR,3841.59,0.0,3841.59,3117.12,CC220,paid
SI-2023-01127,SALES,C2001,,2023-11-17,2023-12-17,USD,12380.41,0.0,12380.41,8904.24,CC220,PAID 
SI-2023-01128,SALES,C2008,,09/11/2023,2024-01-08,EUR,20304.91,0.0,20304.91,16916.87,CC220,PAID
SI-2023-01129,SALES,C2025,,02-Nov-2023,2024-01-31,USD,14986.98,0.0,14986.98,10617.12,CC220,Paid
SI-2023-01130,SALES,C2025,,2023-11-09,2024-02-07,USD,4084.3,0.0,4084.3,2924.67,CC220,paid
SI-2023-01131,SALES,C2002,,07/11/2023,2024-01-06,EUR,6370.93,0.0,6370.93,5311.88,CC220,PAID 
SI-2023-01132,SALES,C2049,,10-Nov-2023,2023-11-24,GBP,5522.33,1104.47,6626.8,6626.8,CC200,PAID
SI-2023-01133,SALES,C2019,,2023-11-14,2024-02-12,EUR,5747.44,0.0,5747.44,4760.92,CC220,Paid
SI-2023-01134,SALES,C2003,,13/11/2023,2023-12-28,EUR,8820.3,0.0,8820.3,7303.32,CC220,paid
SI-2023-01135,SALES,C2020,,30-Nov-2023,2024-01-14,GBP,16750.62,3350.12,20100.74,20100.74,CC210,PAID 
SI-2023-01136,SALES,C2029,,2023-11-03,2024-02-01,EUR,9347.51,0.0,9347.51,7799.21,CC220,PAID
SI-2023-01137,SALES,C2007,,28/11/2023,2023-12-28,GBP,7981.92,1596.38,9578.3,9578.3,CC200,Paid
SI-2023-01138,SALES,C2026,,03-Nov-2023,2023-12-03,GBP,13271.53,2654.31,15925.84,15925.84,CC210,paid
SI-2023-01139,SALES,C2011,,2023-11-10,2023-11-24,GBP,6396.83,1279.37,7676.2,7676.2,CC200,PAID 
SI-2023-01140,SALES,C2011,,22/11/2023,2023-12-06,GBP,3950.77,790.15,4740.92,4740.92,CC200,PAID
SI-2023-01141,SALES,C2011,,13-Nov-2023,2023-11-27,GBP,8753.41,1750.68,10504.09,10504.09,CC200,Paid
SI-2023-01142,SALES,C2059,,2023-11-20,2023-12-20,EUR,1902.57,0.0,1902.57,1566.59,CC220,paid
SI-2023-01143,SALES,C2025,,10/11/2023,2024-02-08,USD,11685.94,0.0,11685.94,8327.26,CC220,PAID 
SI-2023-01144,SALES,C2012,,29-Nov-2023,2024-01-28,EUR,9000.53,0.0,9000.53,7348.47,CC220,PAID
SI-2023-01145,SALES,C2054,,2023-11-03,2023-12-03,GBP,11784.24,2356.85,14141.09,14141.09,CC210,Paid
SI-2023-01146,SALES,C2009,,16/11/2023,2024-02-14,GBP,3198.11,639.62,3837.73,3837.73,CC200,paid
SI-2023-01147,SALES,C2047,,09-Nov-2023,2023-11-23,GBP,6131.62,1226.32,7357.94,7357.94,CC200,PAID 
SI-2023-01148,SALES,C2031,,2023-11-08,2024-01-07,GBP,27045.55,5409.11,32454.66,32454.66,CC210,PAID
SI-2023-01149,SALES,C2014,,24/11/2023,2024-01-23,EUR,10593.84,0.0,10593.84,8634.29,CC220,Paid
SI-2023-01150,SALES,C2050,,17-Nov-2023,2023-12-17,USD,2741.45,0.0,2741.45,1971.71,CC220,paid
SI-2023-01151,SALES,C2044,,2023-11-01,2023-12-31,GBP,12385.55,2477.11,14862.66,14862.66,CC200,PAID 
SI-2023-01152,SALES,C2015,,21/11/2023,2024-01-20,GBP,4745.15,949.03,5694.18,5694.18,CC210,PAID
SI-2023-01153,SALES,C2011,,06-Nov-2023,2023-11-20,GBP,9048.25,1809.65,10857.9,10857.9,CC200,Paid
SI-2023-01154,SALES,C2008,,2023-11-27,2024-01-26,EUR,4602.97,0.0,4602.97,3762.53,CC220,paid
SI-2023-01155,SALES,C2007,,27/11/2023,2023-12-27,GBP,3154.49,630.9,3785.39,3785.39,CC200,PAID 
SI-2023-01156,SALES,C2040,,06-Nov-2023,2023-12-06,GBP,14077.77,2815.55,16893.32,16893.32,CC200,PAID
SI-2023-01157,SALES,C2047,,2023-11-01,2023-11-15,GBP,23708.65,4741.73,28450.38,28450.38,CC200,Paid
SI-2023-01158,SALES,C2014,,23/11/2023,2024-01-22,EUR,13337.31,0.0,13337.31,10849.82,CC220,paid
SI-2023-01159,SALES,C2046,,20-Nov-2023,2024-01-19,GBP,1635.87,327.17,1963.04,1963.04,CC200,PAID 
SI-2023-01160,SALES,C2005,,2023-11-10,2023-12-10,EUR,15011.83,0.0,15011.83,12509.58,CC220,PAID
SI-2023-01161,SALES,C2041,,10/11/2023,2023-12-10,GBP,11641.9,2328.38,13970.28,13970.28,CC210,Paid
SI-2023-01162,SALES,C2050,,10-Nov-2023,2023-12-10,USD,4057.35,0.0,4057.35,2891.22,CC220,paid
SI-2023-01163,SALES,C2027,,2023-11-10,2023-11-24,EUR,3007.67,0.0,3007.67,2506.34,CC220,PAID 
SI-2023-01164,SALES,C2010,,23/11/2023,2023-12-23,GBP,4261.74,852.35,5114.09,5114.09,CC200,PAID
SI-2023-01165,SALES,C2000,,21-Nov-2023,2024-01-05,GBP,4641.35,928.27,5569.62,5569.62,CC200,Paid
PI-2023-00786,PURCHASE,,S3019,2023-11-10,2023-12-10,EUR,10250.07,0.0,10250.07,8541.54,CC300,paid
PI-2023-00787,PURCHASE,,S3025,01/11/2023,2023-12-01,EUR,390.08,0.0,390.08,326.21,CC220,PAID 
PI-2023-00788,PURCHASE,,S3014,10-Nov-2023,2023-11-24,GBP,19000.5,3800.1,22800.6,22800.6,CC400,PAID
PI-2023-00789,PURCHASE,,S3013,2023-11-17,2023-12-01,GBP,11065.05,2213.01,13278.06,13278.06,CC400,Paid
PI-2023-00790,PURCHASE,,S3019,17/11/2023,2023-12-17,EUR,6719.11,0.0,6719.11,5575.22,CC400,paid
PI-2023-00791,PURCHASE,,S3003,10-Nov-2023,2023-12-10,EUR,1394.28,0.0,1394.28,1161.87,CC100,PAID 
PI-2023-00792,PURCHASE,,S3023,2023-11-22,2023-12-22,USD,831.35,0.0,831.35,604.92,CC400,PAID
PI-2023-00793,PURCHASE,,S3024,03/11/2023,2023-12-18,EUR,3994.45,0.0,3994.45,3332.82,CC600,Paid
PI-2023-00794,PURCHASE,,S3027,09-Nov-2023,2023-11-23,EUR,3194.97,0.0,3194.97,2661.86,CC500,paid
PI-2023-00795,PURCHASE,,S3001,2023-11-10,2023-12-10,GBP,34431.19,6886.24,41317.43,41317.43,CC400,PAID 
PI-2023-00796,PURCHASE,,S3022,13/11/2023,2024-01-12,EUR,626.95,0.0,626.95,519.12,CC100,PAID
PI-2023-00797,PURCHASE,,S3039,08-Nov-2023,2023-12-08,GBP,12922.94,2584.59,15507.53,15507.53,CC300,Paid
PI-2023-00798,PURCHASE,,S3008,2023-11-24,2024-01-23,GBP,11601.9,2320.38,13922.28,13922.28,CC300,paid
PI-2023-00799,PURCHASE,,S3014,28/11/2023,2023-12-12,GBP,3955.6,791.12,4746.72,4746.72,CC300,PAID 
PI-2023-00800,PURCHASE,,S3001,24-Nov-2023,2023-12-24,GBP,2628.51,525.7,3154.21,3154.21,CC300,PAID
PI-2023-00801,PURCHASE,,S3020,2023-11-10,2023-12-10,USD,639.65,0.0,639.65,455.81,CC100,Paid
PI-2023-00802,PURCHASE,,S3005,10/11/2023,2023-12-25,GBP,1823.42,364.68,2188.1,2188.1,CC500,paid
PI-2023-00803,PURCHASE,,S3011,09-Nov-2023,2024-01-08,EUR,1363.41,0.0,1363.41,1135.91,CC200,PAID 
PI-2023-00804,PURCHASE,,S3022,2023-11-10,2024-01-09,EUR,4608.11,0.0,4608.11,3840.01,CC400,PAID
PI-2023-00805,PURCHASE,,S3021,23/11/2023,2024-01-07,GBP,8639.42,1727.88,10367.3,10367.3,CC300,Paid
PI-2023-00806,PURCHASE,,S3007,17-Nov-2023,2023-12-17,EUR,3790.61,0.0,3790.61,3145.28,CC210,paid
PI-2023-00807,PURCHASE,,S3006,2023-11-23,2023-12-23,EUR,13013.19,0.0,13013.19,10586.15,CC400,PAID 
PI-2023-00808,PURCHASE,,S3007,30/11/2023,2023-12-30,EUR,2010.26,0.0,2010.26,1628.53,CC400,PAID
PI-2023-00809,PURCHASE,,S3043,08-Nov-2023,2023-11-22,EUR,6258.99,0.0,6258.99,5195.82,CC400,Paid
PI-2023-00810,PURCHASE,,S3007,2023-11-24,2023-12-24,EUR,520.72,0.0,520.72,424.4,CC600,paid
PI-2023-00811,PURCHASE,,S3017,01/11/2023,2023-12-16,GBP,4452.7,890.54,5343.24,5343.24,CC210,PAID 
PI-2023-00812,PURCHASE,,S3008,10-Nov-2023,2024-01-09,GBP,4479.19,895.84,5375.03,5375.03,CC300,PAID
PI-2023-00813,PURCHASE,,S3041,2023-11-22,2023-12-22,GBP,1733.5,346.7,2080.2,2080.2,CC400,Paid
PI-2023-00814,PURCHASE,,S3040,27/11/2023,2023-12-11,EUR,21691.21,0.0,21691.21,17730.68,CC400,paid
PI-2023-00815,PURCHASE,,S3033,17-Nov-2023,2024-01-16,GBP,7146.75,1429.35,8576.1,8576.1,CC400,PAID 
PI-2023-00816,PURCHASE,,S3022,2023-11-21,2024-01-20,EUR,1074.78,0.0,1074.78,884.36,CC100,PAID
PI-2023-00817,PURCHASE,,S3027,14/11/2023,2023-11-28,EUR,11698.79,0.0,11698.79,9690.75,CC400,Paid
PI-2023-00818,PURCHASE,,S3021,24-Nov-2023,2024-01-08,GBP,24924.54,4984.91,29909.45,29909.45,CC300,paid
PI-2023-00819,PURCHASE,,S3021,2023-11-03,2023-12-18,GBP,4085.8,817.16,4902.96,4902.96,CC400,PAID 
PI-2023-00820,PURCHASE,,S3035,03/11/2023,2023-11-17,EUR,2504.99,0.0,2504.99,2090.07,CC300,PAID
PI-2023-00821,PURCHASE,,S3013,07-Nov-2023,2023-11-21,GBP,1267.07,253.41,1520.48,1520.48,CC400,Paid
PI-2023-00822,PURCHASE,,S3016,2023-11-29,2023-12-13,EUR,3049.31,0.0,3049.31,2489.61,CC300,paid
PI-2023-00823,PURCHASE,,S3012,02/11/2023,2023-12-02,GBP,1937.22,387.44,2324.66,2324.66,CC300,PAID 
PI-2023-00824,PURCHASE,,S3016,03-Nov-2023,2023-11-17,EUR,6915.66,0.0,6915.66,5770.16,CC400,PAID
SI-2023-01166,SALES,C2018,,2023-12-29,2024-02-12,EUR,6373.88,0.0,6373.88,5289.63,CC220,Paid
SI-2023-01167,SALES,C2017,,01/12/2023,2024-01-15,EUR,2432.95,0.0,2432.95,1977.55,CC220,paid
SI-2023-01168,SALES,C2047,,28-Dec-2023,2024-01-11,GBP,10469.39,2093.88,12563.27,12563.27,CC200,PAID 
SI-2023-01169,SALES,C2011,,2023-12-08,2023-12-22,GBP,5804.73,1160.95,6965.68,6965.68,CC200,PAID
SI-2023-01170,SALES,C2001,,15/12/2023,2024-01-14,USD,31088.78,0.0,31088.78,22756.99,CC220,Paid
SI-2023-01171,SALES,C2001,,06-Dec-2023,2024-01-05,USD,3773.5,0.0,3773.5,2740.3,CC220,paid
SI-2023-01172,SALES,C2020,,2023-12-01,2024-01-15,GBP,41601.01,8320.2,49921.21,49921.21,CC210,PAID 
SI-2023-01173,SALES,C2027,,27/12/2023,2024-01-10,EUR,3753.2,0.0,3753.2,3117.91,CC220,PAID
SI-2023-01174,SALES,C2002,,19-Dec-2023,2024-02-17,EUR,12182.49,0.0,12182.49,10060.03,CC220,Paid
SI-2023-01175,SALES,C2059,,2023-12-07,2024-01-06,EUR,29062.04,0.0,29062.04,23559.08,CC220,paid
SI-2023-01176,SALES,C2040,,25/12/2023,2024-01-24,GBP,10925.15,2185.03,13110.18,13110.18,CC200,PAID 
SI-2023-01177,SALES,C2031,,29-Dec-2023,2024-02-27,GBP,8025.26,1605.05,9630.31,9630.31,CC210,PAID
SI-2023-01178,SALES,C2047,,2023-12-08,2023-12-22,GBP,16114.1,3222.82,19336.92,19336.92,CC200,Paid
SI-2023-01179,SALES,C2014,,20/12/2023,2024-02-18,EUR,13583.23,0.0,13583.23,11296.96,CC220,paid
SI-2023-01180,SALES,C2013,,01-Dec-2023,2024-01-15,GBP,4626.88,925.38,5552.26,5552.26,CC200,PAID 
SI-2023-01181,SALES,C2016,,2023-12-21,2024-01-20,GBP,35952.44,7190.49,43142.93,43142.93,CC200,PAID
SI-2023-01182,SALES,C2047,,21/12/2023,2024-01-04,GBP,14414.72,2882.94,17297.66,17297.66,CC200,Paid
SI-2023-01183,SALES,C2002,,12-Dec-2023,2024-02-10,EUR,7755.38,0.0,7755.38,6348.79,CC220,paid
SI-2023-01184,SALES,C2051,,2023-12-15,2024-01-29,USD,17020.78,0.0,17020.78,12459.21,CC220,PAID 
SI-2023-01185,SALES,C2035,,20/12/2023,2024-01-19,GBP,4386.8,877.36,5264.16,5264.16,CC200,PAID
SI-2023-01186,SALES,C2004,,29-Dec-2023,2024-02-12,GBP,4702.23,940.45,5642.68,5642.68,CC210,Paid
SI-2023-01187,SALES,C2051,,2023-12-26,2024-02-09,USD,23522.04,0.0,23522.04,17216.91,CC220,paid
SI-2023-01188,SALES,C2047,,29/12/2023,2024-01-12,GBP,20351.53,4070.31,24421.84,24421.84,CC200,PAID 
SI-2023-01189,SALES,C2030,,15-Dec-2023,2024-01-14,GBP,12563.8,2512.76,15076.56,15076.56,CC200,PAID
SI-2023-01190,SALES,C2046,,2023-12-06,2024-02-04,GBP,8963.86,1792.77,10756.63,10756.63,CC200,Paid
SI-2023-01191,SALES,C2015,,15/12/2023,2024-02-13,GBP,7997.95,1599.59,9597.54,9597.54,CC210,paid
SI-2023-01192,SALES,C2043,,22-Dec-2023,2024-01-21,EUR,14206.9,0.0,14206.9,11812.09,CC220,PAID 
SI-2023-01193,SALES,C2007,,2023-12-01,2023-12-31,GBP,23882.27,4776.45,28658.72,28658.72,CC200,PAID
SI-2023-01194,SALES,C2048,,27/12/2023,2024-01-10,GBP,14805.32,2961.06,17766.38,17766.38,CC200,Paid
SI-2023-01195,SALES,C2052,,07-Dec-2023,2024-01-06,EUR,12484.16,0.0,12484.16,10120.26,CC220,paid
SI-2023-01196,SALES,C2035,,2023-12-27,2024-01-26,GBP,17538.23,3507.65,21045.88,21045.88,CC200,PAID 
SI-2023-01197,SALES,C2020,,22/12/2023,2024-02-05,GBP,10125.79,2025.16,12150.95,12150.95,CC210,PAID
SI-2023-01198,SALES,C2023,,08-Dec-2023,2024-01-07,GBP,6454.75,1290.95,7745.7,7745.7,CC200,Paid
SI-2023-01199,SALES,C2055,,2023-12-01,2024-02-29,GBP,1152.85,230.57,1383.42,1383.42,CC200,paid
SI-2023-01200,SALES,C2032,,07/12/2023,2024-01-06,GBP,6026.52,1205.3,7231.82,7231.82,CC200,PAID 
SI-2023-01201,SALES,C2034,,08-Dec-2023,2023-12-22,EUR,13822.25,0.0,13822.25,11233.98,CC220,PAID
SI-2023-01202,SALES,C2040,,2023-12-08,2024-01-07,GBP,16425.71,3285.14,19710.85,19710.85,CC200,Paid
SI-2023-01203,SALES,C2037,,15/12/2023,2024-01-14,USD,6663.69,0.0,6663.69,4877.82,CC220,paid
SI-2023-01204,SALES,C2004,,08-Dec-2023,2024-01-22,GBP,4855.24,971.05,5826.29,5826.29,CC210,PAID 
SI-2023-01205,SALES,C2018,,2023-12-29,2024-02-12,EUR,33501.97,0.0,33501.97,27802.98,CC220,PAID
SI-2023-01206,SALES,C2055,,12/12/2023,2024-03-11,GBP,8162.12,1632.42,9794.54,9794.54,CC200,Paid
SI-2023-01207,SALES,C2007,,06-Dec-2023,2024-01-05,GBP,2446.12,489.22,2935.34,2935.34,CC200,paid
SI-2023-01208,SALES,C2025,,2023-12-08,2024-03-07,USD,7691.94,0.0,7691.94,5617.91,CC220,PAID 
SI-2023-01209,SALES,C2030,,15/12/2023,2024-01-14,GBP,24223.95,4844.79,29068.74,29068.74,CC200,PAID
SI-2023-01210,SALES,C2019,,14-Dec-2023,2024-03-13,EUR,2915.93,0.0,2915.93,2386.61,CC220,Paid
