gl_id,journal_id,line_number,account_code,cost_centre_code,entry_date,line_description,debit,credit
9769,JE-2023-01763,20,6010,,2023-10-27,Payroll - employer NI,3520.77,0.0
9770,JE-2023-01763,21,6020,CC500,2023-10-27,Payroll - pension,1020.51,0.0
9771,JE-2023-01763,22,6000,CC600,2023-10-27,Payroll - gross pay,20073.42,0.0
9772,JE-2023-01763,23,6010,CC600,2023-10-27,Payroll - employer NI,2770.13,0.0
9773,JE-2023-01763,24,6020,CC600,2023-10-27,Payroll - pension,802.94,0.0
9774,JE-2023-01763,25,2110,,2023-10-27,PAYE and NI due,0.0,97253.51
9775,JE-2023-01763,26,2120,,2023-10-27,Pension due,0.0,10291.37
9776,JE-2023-01763,27,1400,,2023-10-27,Net pay,0.0,195536.15
9777,JE-2023-01764,1,6600,CC100,2023-10-31,Monthly depreciation charge,19340.0,0.0
9778,JE-2023-01764,2,1090,CC100,2023-10-31,Monthly depreciation charge,0.0,19340.0
9779,JE-2023-01765,1,6520,CC500,2023-10-31,Bank charges,511.54,0.0
9780,JE-2023-01765,2,7000,CC500,2023-10-31,Loan interest,99.0,0.0
9781,JE-2023-01765,3,1400,CC500,2023-10-31,Bank,0.0,610.54
9782,JE-2023-01766,1,2100,CC500,2023-10-06,VAT paid to HMRC,142347.19,0.0
9783,JE-2023-01766,2,1400,CC500,2023-10-06,VAT paid to HMRC,0.0,142347.19
9784,JE-2023-01767,1,1200,CC200,2023-11-23,Sales invoice SI-2023-01105,15018.8,0.0
9785,JE-2023-01767,2,4000,CC200,2023-11-23,Sales invoice SI-2023-01105,0.0,12515.67
9786,JE-2023-01767,3,2100,CC200,2023-11-23,Output VAT SI-2023-01105,0.0,2503.13
9787,JE-2023-01768,1,1200,CC210,2023-11-22,Sales invoice SI-2023-01106,20617.44,0.0
9788,JE-2023-01768,2,4000,CC210,2023-11-22,Sales invoice SI-2023-01106,0.0,17181.2
9789,JE-2023-01768,3,2100,CC210,2023-11-22,Output VAT SI-2023-01106,0.0,3436.24
9790,JE-2023-01769,1,1200,CC220,2023-11-03,Sales invoice SI-2023-01107,2289.2,0.0
9791,JE-2023-01769,2,4010,CC220,2023-11-03,Sales invoice SI-2023-01107,0.0,2289.2
9792,JE-2023-01770,1,1200,CC200,2023-11-03,Sales invoice SI-2023-01108,5143.94,0.0
9793,JE-2023-01770,2,4000,CC200,2023-11-03,Sales invoice SI-2023-01108,0.0,4286.62
9794,JE-2023-01770,3,2100,CC200,2023-11-03,Output VAT SI-2023-01108,0.0,857.32
9795,JE-2023-01771,1,1200,CC200,2023-11-22,Sales invoice SI-2023-01109,10856.18,0.0
9796,JE-2023-01771,2,4030,CC200,2023-11-22,Sales invoice SI-2023-01109,0.0,9046.82
9797,JE-2023-01771,3,2100,CC200,2023-11-22,Output VAT SI-2023-01109,0.0,1809.36
9798,JE-2023-01772,1,1200,CC220,2023-11-10,Sales invoice SI-2023-01110,2201.16,0.0
9799,JE-2023-01772,2,4010,CC220,2023-11-10,Sales invoice SI-2023-01110,0.0,2201.16
9800,JE-2023-01773,1,1200,CC220,2023-11-24,Sales invoice SI-2023-01111,3857.34,0.0
9801,JE-2023-01773,2,4010,CC220,2023-11-24,Sales invoice SI-2023-01111,0.0,3857.34
9802,JE-2023-01774,1,1200,CC200,2023-11-07,Sales invoice SI-2023-01112,50188.04,0.0
9803,JE-2023-01774,2,4030,CC200,2023-11-07,Sales invoice SI-2023-01112,0.0,41823.37
9804,JE-2023-01774,3,2100,CC200,2023-11-07,Output VAT SI-2023-01112,0.0,8364.67
9805,JE-2023-01775,1,1200,CC200,2023-11-13,Sales invoice SI-2023-01113,8013.38,0.0
9806,JE-2023-01775,2,4000,CC200,2023-11-13,Sales invoice SI-2023-01113,0.0,6677.82
9807,JE-2023-01775,3,2100,CC200,2023-11-13,Output VAT SI-2023-01113,0.0,1335.56
9808,JE-2023-01776,1,1200,CC220,2023-11-10,Sales invoice SI-2023-01114,9770.31,0.0
9809,JE-2023-01776,2,4010,CC220,2023-11-10,Sales invoice SI-2023-01114,0.0,9770.31
9810,JE-2023-01777,1,1200,CC220,2023-11-10,Sales invoice SI-2023-01115,8892.16,0.0
9811,JE-2023-01777,2,4010,CC220,2023-11-10,Sales invoice SI-2023-01115,0.0,8892.16
9812,JE-2023-01778,1,1200,CC210,2023-11-15,Sales invoice SI-2023-01116,3349.03,0.0
9813,JE-2023-01778,2,4000,CC210,2023-11-15,Sales invoice SI-2023-01116,0.0,2790.86
9814,JE-2023-01778,3,2100,CC210,2023-11-15,Output VAT SI-2023-01116,0.0,558.17
9815,JE-2023-01779,1,1200,CC220,2023-11-03,Sales invoice SI-2023-01117,2945.76,0.0
9816,JE-2023-01779,2,4010,CC220,2023-11-03,Sales invoice SI-2023-01117,0.0,2945.76
9817,JE-2023-01780,1,1200,CC220,2023-11-08,Sales invoice SI-2023-01118,12659.76,0.0
9818,JE-2023-01780,2,4010,CC220,2023-11-08,Sales invoice SI-2023-01118,0.0,12659.76
9819,JE-2023-01781,1,1200,CC210,2023-11-17,Sales invoice SI-2023-01119,3274.01,0.0
9820,JE-2023-01781,2,4000,CC210,2023-11-17,Sales invoice SI-2023-01119,0.0,2728.34
9821,JE-2023-01781,3,2100,CC210,2023-11-17,Output VAT SI-2023-01119,0.0,545.67
9822,JE-2023-01782,1,1200,CC200,2023-11-27,Sales invoice SI-2023-01120,6945.47,0.0
9823,JE-2023-01782,2,4030,CC200,2023-11-27,Sales invoice SI-2023-01120,0.0,5787.89
9824,JE-2023-01782,3,2100,CC200,2023-11-27,Output VAT SI-2023-01120,0.0,1157.58
9825,JE-2023-01783,1,1200,CC200,2023-11-09,Sales invoice SI-2023-01121,21144.86,0.0
9826,JE-2023-01783,2,4020,CC200,2023-11-09,Sales invoice SI-2023-01121,0.0,17620.72
9827,JE-2023-01783,3,2100,CC200,2023-11-09,Output VAT SI-2023-01121,0.0,3524.14
9828,JE-2023-01784,1,1200,CC200,2023-11-17,Sales invoice SI-2023-01122,14339.82,0.0
9829,JE-2023-01784,2,4030,CC200,2023-11-17,Sales invoice SI-2023-01122,0.0,11949.85
9830,JE-2023-01784,3,2100,CC200,2023-11-17,Output VAT SI-2023-01122,0.0,2389.97
9831,JE-2023-01785,1,1200,CC220,2023-11-10,Sales invoice SI-2023-01123,5895.09,0.0
9832,JE-2023-01785,2,4010,CC220,2023-11-10,Sales invoice SI-2023-01123,0.0,5895.09
9833,JE-2023-01786,1,1200,CC200,2023-11-03,Sales invoice SI-2023-01124,8441.12,0.0
9834,JE-2023-01786,2,4000,CC200,2023-11-03,Sales invoice SI-2023-01124,0.0,7034.27
9835,JE-2023-01786,3,2100,CC200,2023-11-03,Output VAT SI-2023-01124,0.0,1406.85
9836,JE-2023-01787,1,1200,CC220,2023-11-27,Sales invoice SI-2023-01125,14818.41,0.0
9837,JE-2023-01787,2,4010,CC220,2023-11-27,Sales invoice SI-2023-01125,0.0,14818.41
9838,JE-2023-01788,1,1200,CC220,2023-11-28,Sales invoice SI-2023-01126,3117.12,0.0
9839,JE-2023-01788,2,4010,CC220,2023-11-28,Sales invoice SI-2023-01126,0.0,3117.12
9840,JE-2023-01789,1,1200,CC220,2023-11-17,Sales invoice SI-2023-01127,8904.24,0.0
9841,JE-2023-01789,2,4010,CC220,2023-11-17,Sales invoice SI-2023-01127,0.0,8904.24
9842,JE-2023-01790,1,1200,CC220,2023-11-09,Sales invoice SI-2023-01128,16916.87,0.0
9843,JE-2023-01790,2,4010,CC220,2023-11-09,Sales invoice SI-2023-01128,0.0,16916.87
9844,JE-2023-01791,1,1200,CC220,2023-11-02,Sales invoice SI-2023-01129,10617.12,0.0
9845,JE-2023-01791,2,4010,CC220,2023-11-02,Sales invoice SI-2023-01129,0.0,10617.12
9846,JE-2023-01792,1,1200,CC220,2023-11-09,Sales invoice SI-2023-01130,2924.67,0.0
9847,JE-2023-01792,2,4010,CC220,2023-11-09,Sales invoice SI-2023-01130,0.0,2924.67
9848,JE-2023-01793,1,1200,CC220,2023-11-07,Sales invoice SI-2023-01131,5311.88,0.0
9849,JE-2023-01793,2,4010,CC220,2023-11-07,Sales invoice SI-2023-01131,0.0,5311.88
9850,JE-2023-01794,1,1200,CC200,2023-11-10,Sales invoice SI-2023-01132,6626.8,0.0
9851,JE-2023-01794,2,4000,CC200,2023-11-10,Sales invoice SI-2023-01132,0.0,5522.33
9852,JE-2023-01794,3,2100,CC200,2023-11-10,Output VAT SI-2023-01132,0.0,1104.47
9853,JE-2023-01795,1,1200,CC220,2023-11-14,Sales invoice SI-2023-01133,4760.92,0.0
9854,JE-2023-01795,2,4020,CC220,2023-11-14,Sales invoice SI-2023-01133,0.0,4760.92
9855,JE-2023-01796,1,1200,CC220,2023-11-13,Sales invoice SI-2023-01134,7303.32,0.0
9856,JE-2023-01796,2,4010,CC220,2023-11-13,Sales invoice SI-2023-01134,0.0,7303.32
9857,JE-2023-01797,1,1200,CC210,2023-11-30,Sales invoice SI-2023-01135,20100.74,0.0
9858,JE-2023-01797,2,4000,CC210,2023-11-30,Sales invoice SI-2023-01135,0.0,16750.62
9859,JE-2023-01797,3,2100,CC210,2023-11-30,Output VAT SI-2023-01135,0.0,3350.12
9860,JE-2023-01798,1,1200,CC220,2023-11-03,Sales invoice SI-2023-01136,7799.21,0.0
9861,JE-2023-01798,2,4010,CC220,2023-11-03,Sales invoice SI-2023-01136,0.0,7799.21
9862,JE-2023-01799,1,1200,CC200,2023-11-28,Sales invoice SI-2023-01137,9578.3,0.0
9863,JE-2023-01799,2,4030,CC200,2023-11-28,Sales invoice SI-2023-01137,0.0,7981.92
9864,JE-2023-01799,3,2100,CC200,2023-11-28,Output VAT SI-2023-01137,0.0,1596.38
9865,JE-2023-01800,1,1200,CC210,2023-11-03,Sales invoice SI-2023-01138,15925.84,0.0
9866,JE-2023-01800,2,4000,CC210,2023-11-03,Sales invoice SI-2023-01138,0.0,13271.53
9867,JE-2023-01800,3,2100,CC210,2023-11-03,Output VAT SI-2023-01138,0.0,2654.31
9868,JE-2023-01801,1,1200,CC200,2023-11-10,Sales invoice SI-2023-01139,7676.2,0.0
9869,JE-2023-01801,2,4030,CC200,2023-11-10,Sales invoice SI-2023-01139,0.0,6396.83
9870,JE-2023-01801,3,2100,CC200,2023-11-10,Output VAT SI-2023-01139,0.0,1279.37
9871,JE-2023-01802,1,1200,CC200,2023-11-22,Sales invoice SI-2023-01140,4740.92,0.0
9872,JE-2023-01802,2,4000,CC200,2023-11-22,Sales invoice SI-2023-01140,0.0,3950.77
9873,JE-2023-01802,3,2100,CC200,2023-11-22,Output VAT SI-2023-01140,0.0,790.15
9874,JE-2023-01803,1,1200,CC200,2023-11-13,Sales invoice SI-2023-01141,10504.09,0.0
9875,JE-2023-01803,2,4000,CC200,2023-11-13,Sales invoice SI-2023-01141,0.0,8753.41
9876,JE-2023-01803,3,2100,CC200,2023-11-13,Output VAT SI-2023-01141,0.0,1750.68
9877,JE-2023-01804,1,1200,CC220,2023-11-20,Sales invoice SI-2023-01142,1566.59,0.0
9878,JE-2023-01804,2,4010,CC220,2023-11-20,Sales invoice SI-2023-01142,0.0,1566.59
9879,JE-2023-01805,1,1200,CC220,2023-11-10,Sales invoice SI-2023-01143,8327.26,0.0
9880,JE-2023-01805,2,4020,CC220,2023-11-10,Sales invoice SI-2023-01143,0.0,8327.26
9881,JE-2023-01806,1,1200,CC220,2023-11-29,Sales invoice SI-2023-01144,7348.47,0.0
9882,JE-2023-01806,2,4010,CC220,2023-11-29,Sales invoice SI-2023-01144,0.0,7348.47
9883,JE-2023-01807,1,1200,CC210,2023-11-03,Sales invoice SI-2023-01145,14141.09,0.0
9884,JE-2023-01807,2,4000,CC210,2023-11-03,Sales invoice SI-2023-01145,0.0,11784.24
9885,JE-2023-01807,3,2100,CC210,2023-11-03,Output VAT SI-2023-01145,0.0,2356.85
9886,JE-2023-01808,1,1200,CC200,2023-11-16,Sales invoice SI-2023-01146,3837.73,0.0
9887,JE-2023-01808,2,4000,CC200,2023-11-16,Sales invoice SI-2023-01146,0.0,3198.11
9888,JE-2023-01808,3,2100,CC200,2023-11-16,Output VAT SI-2023-01146,0.0,639.62
9889,JE-2023-01809,1,1200,CC200,2023-11-09,Sales invoice SI-2023-01147,7357.94,0.0
9890,JE-2023-01809,2,4000,CC200,2023-11-09,Sales invoice SI-2023-01147,0.0,6131.62
9891,JE-2023-01809,3,2100,CC200,2023-11-09,Output VAT SI-2023-01147,0.0,1226.32
9892,JE-2023-01810,1,1200,CC210,2023-11-08,Sales invoice SI-2023-01148,32454.66,0.0
9893,JE-2023-01810,2,4000,CC210,2023-11-08,Sales invoice SI-2023-01148,0.0,27045.55
9894,JE-2023-01810,3,2100,CC210,2023-11-08,Output VAT SI-2023-01148,0.0,5409.11
9895,JE-2023-01811,1,1200,CC220,2023-11-24,Sales invoice SI-2023-01149,8634.29,0.0
9896,JE-2023-01811,2,4010,CC220,2023-11-24,Sales invoice SI-2023-01149,0.0,8634.29
9897,JE-2023-01812,1,1200,CC220,2023-11-17,Sales invoice SI-2023-01150,1971.71,0.0
9898,JE-2023-01812,2,4010,CC220,2023-11-17,Sales invoice SI-2023-01150,0.0,1971.71
9899,JE-2023-01813,1,1200,CC200,2023-11-01,Sales invoice SI-2023-01151,14862.66,0.0
9900,JE-2023-01813,2,4000,CC200,2023-11-01,Sales invoice SI-2023-01151,0.0,12385.55
9901,JE-2023-01813,3,2100,CC200,2023-11-01,Output VAT SI-2023-01151,0.0,2477.11
9902,JE-2023-01814,1,1200,CC210,2023-11-21,Sales invoice SI-2023-01152,5694.18,0.0
9903,JE-2023-01814,2,4000,CC210,2023-11-21,Sales invoice SI-2023-01152,0.0,4745.15
9904,JE-2023-01814,3,2100,CC210,2023-11-21,Output VAT SI-2023-01152,0.0,949.03
9905,JE-2023-01815,1,1200,CC200,2023-11-06,Sales invoice SI-2023-01153,10857.9,0.0
9906,JE-2023-01815,2,4000,,2023-11-06,Sales invoice SI-2023-01153,0.0,9048.25
9907,JE-2023-01815,3,2100,CC200,2023-11-06,Output VAT SI-2023-01153,0.0,1809.65
9908,JE-2023-01816,1,1200,CC220,2023-11-27,Sales invoice SI-2023-01154,3762.53,0.0
9909,JE-2023-01816,2,4010,CC220,2023-11-27,Sales invoice SI-2023-01154,0.0,3762.53
9910,JE-2023-01817,1,1200,CC200,2023-11-27,Sales invoice SI-2023-01155,3785.39,0.0
9911,JE-2023-01817,2,4000,CC200,2023-11-27,Sales invoice SI-2023-01155,0.0,3154.49
9912,JE-2023-01817,3,2100,CC200,2023-11-27,Output VAT SI-2023-01155,0.0,630.9
9913,JE-2023-01818,1,1200,CC200,2023-11-06,Sales invoice SI-2023-01156,16893.32,0.0
9914,JE-2023-01818,2,4000,CC200,2023-11-06,Sales invoice SI-2023-01156,0.0,14077.77
9915,JE-2023-01818,3,2100,CC200,2023-11-06,Output VAT SI-2023-01156,0.0,2815.55
9916,JE-2023-01819,1,1200,CC200,2023-11-01,Sales invoice SI-2023-01157,28450.38,0.0
9917,JE-2023-01819,2,4030,CC200,2023-11-01,Sales invoice SI-2023-01157,0.0,23708.65
9918,JE-2023-01819,3,2100,CC200,2023-11-01,Output VAT SI-2023-01157,0.0,4741.73
9919,JE-2023-01820,1,1200,CC220,2023-11-23,Sales invoice SI-2023-01158,10849.82,0.0
9920,JE-2023-01820,2,4010,CC220,2023-11-23,Sales invoice SI-2023-01158,0.0,10849.82
9921,JE-2023-01821,1,1200,CC200,2023-11-20,Sales invoice SI-2023-01159,1963.04,0.0
9922,JE-2023-01821,2,4030,CC200,2023-11-20,Sales invoice SI-2023-01159,0.0,1635.87
9923,JE-2023-01821,3,2100,CC200,2023-11-20,Output VAT SI-2023-01159,0.0,327.17
9924,JE-2023-01822,1,1200,CC220,2023-11-10,Sales invoice SI-2023-01160,12509.58,0.0
9925,JE-2023-01822,2,4010,CC220,2023-11-10,Sales invoice SI-2023-01160,0.0,12509.58
9926,JE-2023-01823,1,1200,CC210,2023-11-10,Sales invoice SI-2023-01161,13970.28,0.0
9927,JE-2023-01823,2,4000,CC210,2023-11-10,Sales invoice SI-2023-01161,0.0,11641.9
9928,JE-2023-01823,3,2100,CC210,2023-11-10,Output VAT SI-2023-01161,0.0,2328.38
9929,JE-2023-01824,1,1200,CC220,2023-11-10,Sales invoice SI-2023-01162,2891.22,0.0
9930,JE-2023-01824,2,4010,CC220,2023-11-10,Sales invoice SI-2023-01162,0.0,2891.22
9931,JE-2023-01825,1,1200,CC220,2023-11-10,Sales invoice SI-2023-01163,2506.34,0.0
9932,JE-2023-01825,2,4010,CC220,2023-11-10,Sales invoice SI-2023-01163,0.0,2506.34
9933,JE-2023-01826,1,1200,CC200,2023-11-23,Sales invoice SI-2023-01164,5114.09,0.0
9934,JE-2023-01826,2,4000,CC200,2023-11-23,Sales invoice SI-2023-01164,0.0,4261.74
9935,JE-2023-01826,3,2100,CC200,2023-11-23,OUTPUT VAT SI-2023-01164  ,0.0,852.35
9936,JE-2023-01827,1,1200,CC200,2023-11-21,Sales invoice SI-2023-01165,5569.62,0.0
9937,JE-2023-01827,2,4000,CC200,2023-11-21,Sales invoice SI-2023-01165,0.0,4641.35
9938,JE-2023-01827,3,2100,CC200,2023-11-21,Output VAT SI-2023-01165,0.0,928.27
9939,JE-2023-01828,1,5000,CC300,2023-11-10,Purchase invoice PI-2023-00786,8541.54,0.0
9940,JE-2023-01828,2,2000,CC300,2023-11-10,Purchase invoice PI-2023-00786,0.0,8541.54
9941,JE-2023-01829,1,6400,CC220,2023-11-01,Purchase invoice PI-2023-00787,326.21,0.0
9942,JE-2023-01829,2,2000,CC220,2023-11-01,Purchase invoice PI-2023-00787,0.0,326.21
9943,JE-2023-01830,1,5000,CC400,2023-11-10,Purchase invoice PI-2023-00788,19000.5,0.0
9944,JE-2023-01830,2,2100,CC400,2023-11-10,Input VAT PI-2023-00788,3800.1,0.0
9945,JE-2023-01830,3,2000,CC400,2023-11-10,Purchase invoice PI-2023-00788,0.0,22800.6
9946,JE-2023-01831,1,5000,CC400,2023-11-17,Purchase invoice PI-2023-00789,11065.05,0.0
9947,JE-2023-01831,2,2100,CC400,2023-11-17,Input VAT PI-2023-00789,2213.01,0.0
9948,JE-2023-01831,3,2000,CC400,2023-11-17,Purchase invoice PI-2023-00789,0.0,13278.06
9949,JE-2023-01832,1,5000,CC400,2023-11-17,Purchase invoice PI-2023-00790,5575.22,0.0
9950,JE-2023-01832,2,2000,CC400,2023-11-17,Purchase invoice PI-2023-00790,0.0,5575.22
9951,JE-2023-01833,1,6100,CC100,2023-11-10,Purchase invoice PI-2023-00791,1161.87,0.0
9952,JE-2023-01833,2,2000,CC100,2023-11-10,Purchase invoice PI-2023-00791,0.0,1161.87
9953,JE-2023-01834,1,6120,CC400,2023-11-22,Purchase invoice PI-2023-00792,604.92,0.0
9954,JE-2023-01834,2,2000,CC400,2023-11-22,Purchase invoice PI-2023-00792,0.0,604.92
9955,JE-2023-01835,1,6310,CC600,2023-11-03,Purchase invoice PI-2023-00793,3332.82,0.0
9956,JE-2023-01835,2,2000,CC600,2023-11-03,Purchase invoice PI-2023-00793,0.0,3332.82
9957,JE-2023-01836,1,6210,CC500,2023-11-09,Purchase invoice PI-2023-00794,2661.86,0.0
9958,JE-2023-01836,2,2000,CC500,2023-11-09,Purchase invoice PI-2023-00794,0.0,2661.86
9959,JE-2023-01837,1,5000,CC400,2023-11-10,Purchase invoice PI-2023-00795,34431.19,0.0
9960,JE-2023-01837,2,2100,CC400,2023-11-10,Input VAT PI-2023-00795,6886.24,0.0
9961,JE-2023-01837,3,2000,CC400,2023-11-10,Purchase invoice PI-2023-00795,0.0,41317.43
9962,JE-2023-01838,1,6040,CC100,2023-11-13,Purchase invoice PI-2023-00796,519.12,0.0
9963,JE-2023-01838,2,2000,CC100,2023-11-13,Purchase invoice PI-2023-00796,0.0,519.12
9964,JE-2023-01839,1,5010,CC300,2023-11-08,Purchase invoice PI-2023-00797,12922.94,0.0
9965,JE-2023-01839,2,2100,CC300,2023-11-08,Input VAT PI-2023-00797,2584.59,0.0
9966,JE-2023-01839,3,2000,CC300,2023-11-08,Purchase invoice PI-2023-00797,0.0,15507.53
9967,JE-2023-01840,1,5010,CC300,2023-11-24,Purchase invoice PI-2023-00798,11601.9,0.0
9968,JE-2023-01840,2,2100,CC300,2023-11-24,Input VAT PI-2023-00798,2320.38,0.0
9969,JE-2023-01840,3,2000,CC300,2023-11-24,Purchase invoice PI-2023-00798,0.0,13922.28
9970,JE-2023-01841,1,5010,CC300,2023-11-28,Purchase invoice PI-2023-00799,3955.6,0.0
9971,JE-2023-01841,2,2100,CC300,2023-11-28,Input VAT PI-2023-00799,791.12,0.0
9972,JE-2023-01841,3,2000,CC300,2023-11-28,Purchase invoice PI-2023-00799,0.0,4746.72
9973,JE-2023-01842,1,6120,CC300,2023-11-24,Purchase invoice PI-2023-00800,2628.51,0.0
9974,JE-2023-01842,2,2100,CC300,2023-11-24,Input VAT PI-2023-00800,525.7,0.0
9975,JE-2023-01842,3,2000,CC300,2023-11-24,Purchase invoice PI-2023-00800,0.0,3154.21
9976,JE-2023-01843,1,6040,CC100,2023-11-10,Purchase invoice PI-2023-00801,455.81,0.0
9977,JE-2023-01843,2,2000,CC100,2023-11-10,Purchase invoice PI-2023-00801,0.0,455.81
9978,JE-2023-01844,1,6510,CC500,2023-11-10,Purchase invoice PI-2023-00802,1823.42,0.0
9979,JE-2023-01844,2,2100,CC500,2023-11-10,Input VAT PI-2023-00802,364.68,0.0
9980,JE-2023-01844,3,2000,CC500,2023-11-10,Purchase invoice PI-2023-00802,0.0,2188.1
9981,JE-2023-01845,1,6220,CC200,2023-11-09,Purchase invoice PI-2023-00803,1135.91,0.0
9982,JE-2023-01845,2,2000,CC200,2023-11-09,Purchase invoice PI-2023-00803,0.0,1135.91
9983,JE-2023-01846,1,5000,CC400,2023-11-10,Purchase invoice PI-2023-00804,3840.01,0.0
9984,JE-2023-01846,2,2000,CC400,2023-11-10,Purchase invoice PI-2023-00804,0.0,3840.01
9985,JE-2023-01847,1,5000,CC300,2023-11-23,Purchase invoice PI-2023-00805,8639.42,0.0
9986,JE-2023-01847,2,2100,CC300,2023-11-23,Input VAT PI-2023-00805,1727.88,0.0
9987,JE-2023-01847,3,2000,CC300,2023-11-23,Purchase invoice PI-2023-00805,0.0,10367.3
9988,JE-2023-01848,1,6200,CC210,2023-11-17,Purchase invoice PI-2023-00806,3145.28,0.0
9989,JE-2023-01848,2,2000,CC210,2023-11-17,Purchase invoice PI-2023-00806,0.0,3145.28
9990,JE-2023-01849,1,5000,CC400,2023-11-23,Purchase invoice PI-2023-00807,10586.15,0.0
9991,JE-2023-01849,2,2000,CC400,2023-11-23,Purchase invoice PI-2023-00807,0.0,10586.15
9992,JE-2023-01850,1,5020,CC400,2023-11-30,Purchase invoice PI-2023-00808,1628.53,0.0
9993,JE-2023-01850,2,2000,CC400,2023-11-30,Purchase invoice PI-2023-00808,0.0,1628.53
9994,JE-2023-01851,1,5000,CC400,2023-11-08,Purchase invoice PI-2023-00809,5195.82,0.0
9995,JE-2023-01851,2,2000,CC400,2023-11-08,Purchase invoice PI-2023-00809,0.0,5195.82
9996,JE-2023-01852,1,6310,CC600,2023-11-24,Purchase invoice PI-2023-00810,424.4,0.0
9997,JE-2023-01852,2,2000,CC600,2023-11-24,Purchase invoice PI-2023-00810,0.0,424.4
9998,JE-2023-01853,1,6210,CC210,2023-11-01,Purchase invoice PI-2023-00811,4452.7,0.0
9999,JE-2023-01853,2,2100,CC210,2023-11-01,Input VAT PI-2023-00811,890.54,0.0
10000,JE-2023-01853,3,2000,CC210,2023-11-01,Purchase invoice PI-2023-00811,0.0,5343.24
10001,JE-2023-01854,1,6200,CC300,2023-11-10,Purchase invoice PI-2023-00812,4479.19,0.0
10002,JE-2023-01854,2,2100,CC300,2023-11-10,Input VAT PI-2023-00812,895.84,0.0
10003,JE-2023-01854,3,2000,CC300,2023-11-10,Purchase invoice PI-2023-00812,0.0,5375.03
10004,JE-2023-01855,1,5020,CC400,2023-11-22,Purchase invoice PI-2023-00813,1733.5,0.0
10005,JE-2023-01855,2,2100,CC400,2023-11-22,Input VAT PI-2023-00813,346.7,0.0
10006,JE-2023-01855,3,2000,CC400,2023-11-22,Purchase invoice PI-2023-00813,0.0,2080.2
10007,JE-2023-01856,1,5000,CC400,2023-11-27,Purchase invoice PI-2023-00814,17730.68,0.0
10008,JE-2023-01856,2,2000,CC400,2023-11-27,Purchase invoice PI-2023-00814,0.0,17730.68
10009,JE-2023-01857,1,5000,CC400,2023-11-17,Purchase invoice PI-2023-00815,7146.75,0.0
10010,JE-2023-01857,2,2100,CC400,2023-11-17,Input VAT PI-2023-00815,1429.35,0.0
10011,JE-2023-01857,3,2000,CC400,2023-11-17,Purchase invoice PI-2023-00815,0.0,8576.1
10012,JE-2023-01858,1,6130,CC100,2023-11-21,Purchase invoice PI-2023-00816,884.36,0.0
10013,JE-2023-01858,2,2000,CC100,2023-11-21,Purchase invoice PI-2023-00816,0.0,884.36
10014,JE-2023-01859,1,5000,CC400,2023-11-14,Purchase invoice PI-2023-00817,9690.75,0.0
10015,JE-2023-01859,2,2000,CC400,2023-11-14,Purchase invoice PI-2023-00817,0.0,9690.75
10016,JE-2023-01860,1,5000,CC300,2023-11-24,Purchase invoice PI-2023-00818,24924.54,0.0
10017,JE-2023-01860,2,2100,CC300,2023-11-24,Input VAT PI-2023-00818,4984.91,0.0
10018,JE-2023-01860,3,2000,CC300,2023-11-24,Purchase invoice PI-2023-00818,0.0,29909.45
10019,JE-2023-01861,1,5000,CC400,2023-11-03,Purchase invoice PI-2023-00819,4085.8,0.0
10020,JE-2023-01861,2,2100,CC400,2023-11-03,Input VAT PI-2023-00819,817.16,0.0
10021,JE-2023-01861,3,2000,CC400,2023-11-03,Purchase invoice PI-2023-00819,0.0,4902.96
10022,JE-2023-01862,1,5000,CC300,2023-11-03,Purchase invoice PI-2023-00820,2090.07,0.0
10023,JE-2023-01862,2,2000,CC300,2023-11-03,Purchase invoice PI-2023-00820,0.0,2090.07
10024,JE-2023-01863,1,5020,CC400,2023-11-07,Purchase invoice PI-2023-00821,1267.07,0.0
10025,JE-2023-01863,2,2100,CC400,2023-11-07,Input VAT PI-2023-00821,253.41,0.0
10026,JE-2023-01863,3,2000,CC400,2023-11-07,Purchase invoice PI-2023-00821,0.0,1520.48
10027,JE-2023-01864,1,6140,CC300,2023-11-29,Purchase invoice PI-2023-00822,2489.61,0.0
10028,JE-2023-01864,2,2000,CC300,2023-11-29,Purchase invoice PI-2023-00822,0.0,2489.61
10029,JE-2023-01865,1,5010,CC300,2023-11-02,Purchase invoice PI-2023-00823,1937.22,0.0
10030,JE-2023-01865,2,2100,CC300,2023-11-02,Input VAT PI-2023-00823,387.44,0.0
10031,JE-2023-01865,3,2000,CC300,2023-11-02,Purchase invoice PI-2023-00823,0.0,2324.66
10032,JE-2023-01866,1,5000,CC400,2023-11-03,Purchase invoice PI-2023-00824,5770.16,0.0
10033,JE-2023-01866,2,2000,CC400,2023-11-03,Purchase invoice PI-2023-00824,0.0,5770.16
10034,JE-2023-01867,1,1400,CC200,2023-09-22,Receipt SI-2023-00871,4781.52,0.0
10035,JE-2023-01867,2,1200,CC200,2023-09-22,Receipt SI-2023-00871,0.0,4781.52
10036,JE-2023-01868,1,1400,CC200,2023-10-11,Receipt SI-2023-00880,12941.39,0.0
10037,JE-2023-01868,2,1200,CC200,2023-10-11,Receipt SI-2023-00880,0.0,12941.39
10038,JE-2023-01869,1,1400,CC200,2023-09-29,Receipt SI-2023-00909,26512.96,0.0
