payment_id,invoice_id,direction,payment_date,currency,amount,amount_gbp,method,bank_reference
RCP-2023-01485,SI-2023-00813,RECEIPT,2023-08-25,GBP,6342.43,6342.43,CHEQUE,BNK308409
RCP-2023-01486,SI-2023-00831,RECEIPT,2023-06-09,GBP,30948.68,30948.68,CARD,BNK714894
RCP-2023-01487,SI-2023-00836,RECEIPT,2023-08-10,GBP,47042.21,47042.21,CHEQUE,BNK116363
RCP-2023-01488,SI-2023-00842,RECEIPT,2023-06-30,GBP,6195.12,6195.12,CHEQUE,BNK288931
RCP-2023-01489,SI-2023-00848,RECEIPT,2023-07-06,GBP,1944.42,1944.42,BACS,BNK829714
RCP-2023-01490,SI-2023-00850,RECEIPT,2023-08-04,GBP,23007.85,23007.85,BACS,BNK519234
RCP-2023-01491,SI-2023-00851,RECEIPT,2023-08-14,GBP,3027.8,3027.8,CARD,BNK479247
RCP-2023-01492,SI-2023-00852,RECEIPT,2023-08-25,EUR,8486.71,7428.43,BACS,BNK868554
RCP-2023-01493,SI-2023-00858,RECEIPT,2023-08-08,USD,8390.99,6240.12,BACS,BNK806152
RCP-2023-01494,SI-2023-00862,RECEIPT,2023-07-27,GBP,1809.67,1809.67,CHEQUE,BNK744402
RCP-2023-01495,SI-2023-00866,RECEIPT,2023-08-02,GBP,9616.56,9616.56,BACS,BNK296692
RCP-2023-01496,SI-2023-00867,RECEIPT,2023-08-10,GBP,16359.49,16359.49,BACS,BNK327185
RCP-2023-01497,SI-2023-00868,RECEIPT,2023-07-28,USD,28931.14,21362.23,CARD,BNK486657
RCP-2023-01498,SI-2023-00869,RECEIPT,2023-08-11,EUR,9113.97,8104.44,CARD,BNK674615
RCP-2023-01499,SI-2023-00874,RECEIPT,2023-08-30,GBP,5663.56,5663.56,CARD,BNK204669
RCP-2023-01500,SI-2023-00875,RECEIPT,2023-07-26,GBP,6581.02,6581.02,BACS,BNK326632
RCP-2023-01501,SI-2023-00878,RECEIPT,2023-08-18,GBP,3145.25,3145.25,bacs,BNK592653
RCP-2023-01502,SI-2023-00881,RECEIPT,2023-08-04,GBP,15053.02,15053.02,BACS,BNK554097
RCP-2023-01503,SI-2023-00884,RECEIPT,2023-08-11,EUR,1762.69,1567.44,CHEQUE,BNK411325
RCP-2023-01504,SI-2023-00890,RECEIPT,2023-08-01,EUR,25792.51,22969.57,CARD,BNK849737
RCP-2023-01505,SI-2023-00893,RECEIPT,2023-08-30,GBP,6279.7,6279.7,BACS,BNK320878
RCP-2023-01506,SI-2023-00897,RECEIPT,2023-07-28,GBP,6894.3,6894.3,CHEQUE,BNK310883
RCP-2023-01507,SI-2023-00901,RECEIPT,2023-07-18,EUR,4195.73,3744.03,BACS,BNK646747
RCP-2023-01508,SI-2023-00903,RECEIPT,2023-07-28,EUR,16693.18,14914.4,BACS,BNK166017
RCP-2023-01509,SI-2023-00905,RECEIPT,2023-08-30,GBP,16727.76,16727.76,CARD,BNK764784
RCP-2023-01510,SI-2023-00906,RECEIPT,2023-08-03,EUR,13311.53,11783.33,BACS,BNK766522
RCP-2023-01511,SI-2023-00910,RECEIPT,2023-08-21,GBP,10863.88,10863.88,BACS,BNK349923
RCP-2023-01512,SI-2023-00911,RECEIPT,2023-08-16,GBP,14553.64,14553.64,BACS,BNK770518
RCP-2023-01513,SI-2023-00915,RECEIPT,2023-08-31,EUR,9633.72,8487.11,CHEQUE,BNK536222
RCP-2023-01514,SI-2023-00916,RECEIPT,2023-08-18,GBP,22232.77,22232.77,BACS,BNK220107
RCP-2023-01515,SI-2023-00919,RECEIPT,2023-08-04,GBP,12096.95,12096.95,CARD,BNK223510
RCP-2023-01516,SI-2023-00920,RECEIPT,2023-08-04,GBP,15755.46,15755.46,CARD,BNK669861
RCP-2023-01517,SI-2023-00922,RECEIPT,2023-08-25,GBP,1833.35,1833.35,BACS,BNK642398
RCP-2023-01518,SI-2023-00927,RECEIPT,2023-08-16,GBP,5990.54,5990.54,BACS,BNK292626
RCP-2023-01519,SI-2023-00928,RECEIPT,2023-08-17,GBP,3936.37,3936.37,CHEQUE,BNK312159
RCP-2023-01520,SI-2023-00938,RECEIPT,2023-08-25,GBP,12128.33,12128.33,CARD,BNK680100
RCP-2023-01521,SI-2023-00946,RECEIPT,2023-08-18,EUR,14230.88,12451.62,CHEQUE,BNK509450
RCP-2023-01522,SI-2023-00947,RECEIPT,2023-08-17,EUR,9742.49,8551.11,BACS,BNK703264
RCP-2023-01523,SI-2023-00948,RECEIPT,2023-08-18,GBP,1314.7,1314.7,BACS,BNK270265
RCP-2023-01524,SI-2023-00971,RECEIPT,2023-08-30,GBP,5862.67,5862.67,bacs,BNK705814
RCP-2023-01525,SI-2023-00986,RECEIPT,2023-08-25,EUR,15134.79,13247.51,CARD,BNK362298
PAY-2023-01526,PI-2023-00574,PAYMENT,2023-06-09,USD,3598.67,2721.99,CHEQUE,BNK791329
PAY-2023-01527,PI-2023-00595,PAYMENT,2023-07-21,GBP,690.84,690.84,BACS,BNK369601
PAY-2023-01528,PI-2023-00598,PAYMENT,2023-08-15,EUR,1922.63,1695.75,BACS,BNK893764
PAY-2023-01529,PI-2023-00603,PAYMENT,2023-08-04,EUR,2043.14,1797.19,BACS,BNK803680
PAY-2023-01530,PI-2023-00609,PAYMENT,2023-08-18,GBP,23215.48,23215.48,DD,BNK373571
PAY-2023-01531,PI-2023-00611,PAYMENT,2023-07-20,GBP,2788.57,2788.57,BACS,BNK440500
PAY-2023-01532,PI-2023-00612,PAYMENT,2023-07-31,GBP,33160.52,33160.52,BACS,BNK421129
PAY-2023-01533,PI-2023-00619,PAYMENT,2023-07-31,GBP,1060.26,1060.26,BACS,BNK314225
PAY-2023-01534,PI-2023-00625,PAYMENT,2023-08-04,GBP,2859.74,2859.74,BACS,BNK990649
PAY-2023-01535,PI-2023-00629,PAYMENT,2023-08-18,EUR,1615.93,1413.89,BACS,BNK668186
PAY-2023-01536,PI-2023-00631,PAYMENT,2023-08-18,EUR,4585.65,4012.32,BACS,BNK570966
PAY-2023-01537,PI-2023-00632,PAYMENT,2023-08-30,GBP,16092.1,16092.1,BACS,BNK427731
PAY-2023-01538,PI-2023-00635,PAYMENT,2023-08-11,GBP,31048.18,31048.18,BACS,BNK113187
PAY-2023-01539,PI-2023-00636,PAYMENT,2023-08-09,EUR,14609.04,12911.81,BACS,BNK958684
PAY-2023-01540,PI-2023-00639,PAYMENT,2023-08-01,EUR,418.08,372.32,BACS,BNK739905
PAY-2023-01541,PI-2023-00642,PAYMENT,2023-08-09,GBP,450.9,450.9,DD,BNK337046
PAY-2023-01542,PI-2023-00644,PAYMENT,2023-08-17,EUR,1846.99,1621.13,BACS,BNK130249
PAY-2023-01543,PI-2023-00645,PAYMENT,2023-08-10,GBP,2062.12,2062.12,BACS,BNK628162
PAY-2023-01544,PI-2023-00649,PAYMENT,2023-08-25,GBP,2227.5,2227.5,BACS,BNK486474
PAY-2023-01545,PI-2023-00650,PAYMENT,2023-08-11,USD,761.31,563.64,BACS,BNK929636
PAY-2023-01546,PI-2023-00651,PAYMENT,2023-08-31,GBP,1195.42,1195.42,CHEQUE,BNK873789
PAY-2023-01547,PI-2023-00655,PAYMENT,2023-08-04,GBP,25770.68,25770.68,cheque,BNK778024
PAY-2023-01548,PI-2023-00656,PAYMENT,2023-08-18,GBP,2268.3,2268.3,DD,BNK690388
PAY-2023-01549,PI-2023-00659,PAYMENT,2023-08-18,GBP,8903.75,8903.75,BACS,BNK357301
PAY-2023-01550,PI-2023-00660,PAYMENT,2023-08-14,EUR,2047.6,1803.48,BACS,BNK476832
PAY-2023-01551,PI-2023-00661,PAYMENT,2023-08-14,EUR,4962.05,4370.46,BACS,BNK538909
PAY-2023-01552,PI-2023-00665,PAYMENT,2023-08-16,EUR,7924.31,6969.5,DD,BNK200158
PAY-2023-01553,PI-2023-00668,PAYMENT,2023-08-09,EUR,12473.68,11024.53,BACS,BNK971467
PAY-2023-01554,PI-2023-00670,PAYMENT,2023-07-31,GBP,1152.8,1152.8,BACS,BNK572481
PAY-2023-01555,PI-2023-00671,PAYMENT,2023-08-25,USD,907.96,670.59,DD,BNK809515
PAY-2023-01556,PI-2023-00681,PAYMENT,2023-08-23,EUR,1815.48,1588.76,BACS,BNK664185
RCP-2023-01557,SI-2023-00805,RECEIPT,2023-08-23,EUR,5039.24,4409.92,CARD,BNK235669
RCP-2023-01558,SI-2023-00822,RECEIPT,2023-09-07,GBP,26046.62,26046.62,BACS,BNK893659
RCP-2023-01559,SI-2023-00849,RECEIPT,2023-08-25,GBP,11849.36,11849.36,BACS,BNK707786
RCP-2023-01560,SI-2023-00853,RECEIPT,2023-09-15,USD,14557.56,10345.88,BACS,BNK130401
RCP-2023-01561,SI-2023-00855,RECEIPT,2023-09-15,USD,44647.11,31730.17,CHEQUE,BNK698782
RCP-2023-01562,SI-2023-00856,RECEIPT,2023-08-22,EUR,7854.51,6885.84,BACS,BNK282886
RCP-2023-01563,SI-2023-00863,RECEIPT,2023-09-11,GBP,5020.3,5020.3,BACS,BNK665946
RCP-2023-01564,SI-2023-00882,RECEIPT,2023-09-21,GBP,27592.22,27592.22,CHEQUE,BNK669393
RCP-2023-01565,SI-2023-00885,RECEIPT,2023-08-04,EUR,9180.96,8075.76,CHEQUE,BNK468690
RCP-2023-01566,SI-2023-00891,RECEIPT,2023-08-01,GBP,14556.32,14556.32,CHEQUE,BNK500177
RCP-2023-01567,SI-2023-00892,RECEIPT,2023-08-25,EUR,4401.29,3852.46,BACS,BNK396999
RCP-2023-01568,SI-2023-00894,RECEIPT,2023-09-22,GBP,12340.15,12340.15,BACS,BNK782994
RCP-2023-01569,SI-2023-00899,RECEIPT,2023-09-08,GBP,5263.81,5263.81,BACS,BNK410204
RCP-2023-01570,SI-2023-00902,RECEIPT,2023-08-25,EUR,5632.79,4930.39,bacs,BNK587354
RCP-2023-01571,SI-2023-00904,RECEIPT,2023-09-05,EUR,16710.77,14673.76,CARD,BNK579628
RCP-2023-01572,SI-2023-00908,RECEIPT,2023-09-22,EUR,4812.08,4092.91,BACS,BNK879510
RCP-2023-01573,SI-2023-00912,RECEIPT,2023-08-29,EUR,9503.1,8391.97,BACS,BNK374561
RCP-2023-01574,SI-2023-00913,RECEIPT,2023-09-08,GBP,28740.46,28740.46,CHEQUE,BNK127253
RCP-2023-01575,SI-2023-00914,RECEIPT,2023-09-01,GBP,5415.86,5415.86,BACS,BNK670823
RCP-2023-01576,SI-2023-00918,RECEIPT,2023-08-31,GBP,24664.84,24664.84,CHEQUE,BNK599292
RCP-2023-01577,SI-2023-00921,RECEIPT,2023-09-01,GBP,10643.98,10643.98,BACS,BNK593263
RCP-2023-01578,SI-2023-00923,RECEIPT,2023-09-21,GBP,4610.62,4610.62,BACS,BNK766461
RCP-2023-01579,SI-2023-00926,RECEIPT,2023-08-30,EUR,1685.47,1485.0,BACS,BNK191580
RCP-2023-01580,SI-2023-00930,RECEIPT,2023-09-08,EUR,10224.27,8902.83,BACS,BNK529833
RCP-2023-01581,SI-2023-00934,RECEIPT,2023-09-15,GBP,33510.08,33510.08,BACS,BNK778884
RCP-2023-01582,SI-2023-00935,RECEIPT,2023-09-08,GBP,15959.1,15959.1,CARD,BNK426636
RCP-2023-01583,SI-2023-00936,RECEIPT,2023-09-15,GBP,4029.68,4029.68,CHEQUE,BNK729280
RCP-2023-01584,SI-2023-00939,RECEIPT,2023-09-15,GBP,10113.89,10113.89,CARD,BNK272393
RCP-2023-01585,SI-2023-00940,RECEIPT,2023-09-11,GBP,9603.28,9603.28,BACS,BNK267389
RCP-2023-01586,SI-2023-00941,RECEIPT,2023-09-21,EUR,7187.61,6154.29,BACS,BNK465190
RCP-2023-01587,SI-2023-00945,RECEIPT,2023-09-28,GBP,6341.21,6341.21,CARD,BNK150403
RCP-2023-01588,SI-2023-00949,RECEIPT,2023-08-18,EUR,3556.46,3111.8,BACS,BNK276464
RCP-2023-01589,SI-2023-00951,RECEIPT,2023-09-05,GBP,11327.02,11327.02,CHEQUE,BNK613974
RCP-2023-01590,SI-2023-00957,RECEIPT,2023-09-14,GBP,13771.2,13771.2,BACS,BNK210366
RCP-2023-01591,SI-2023-00958,RECEIPT,2023-09-22,GBP,15895.34,15895.34,CHEQUE,BNK427337
RCP-2023-01592,SI-2023-00961,RECEIPT,2023-08-15,EUR,17244.48,15209.56,BACS,BNK153637
RCP-2023-01593,SI-2023-00968,RECEIPT,2023-09-06,GBP,1277.09,1277.09,bacs,BNK176887
RCP-2023-01594,SI-2023-00969,RECEIPT,2023-09-05,USD,19661.23,14399.79,CARD,BNK768724
RCP-2023-01595,SI-2023-00972,RECEIPT,2023-09-29,GBP,12975.43,12975.43,CARD,BNK127765
RCP-2023-01596,SI-2023-00973,RECEIPT,2023-09-07,GBP,5315.54,5315.54,CARD,BNK916161
RCP-2023-01597,SI-2023-00974,RECEIPT,2023-08-29,EUR,11266.84,9949.49,BACS,BNK297137
RCP-2023-01598,SI-2023-00976,RECEIPT,2023-09-29,GBP,10089.94,10089.94,BACS,BNK936044
RCP-2023-01599,SI-2023-00977,RECEIPT,2023-09-25,GBP,9167.57,9167.57,CARD,BNK337931
RCP-2023-01600,SI-2023-00978,RECEIPT,2023-09-13,EUR,11856.2,10303.86,CARD,BNK757397
RCP-2023-01601,SI-2023-00979,RECEIPT,2023-09-25,USD,1555.2,1110.99,BACS,BNK582317
RCP-2023-01602,SI-2023-00982,RECEIPT,2023-09-08,GBP,6715.9,6715.9,BACS,BNK752175
RCP-2023-01603,SI-2023-00983,RECEIPT,2023-09-20,EUR,2078.7,1776.17,CARD,BNK390728
RCP-2023-01604,SI-2023-00987,RECEIPT,2023-08-31,GBP,8006.26,8006.26,BACS,BNK978537
RCP-2023-01605,SI-2023-00988,RECEIPT,2023-08-22,EUR,17145.74,15031.22,BACS,BNK378593
RCP-2023-01606,SI-2023-00989,RECEIPT,2023-09-12,GBP,8989.02,8989.02,BACS,BNK621195
RCP-2023-01607,SI-2023-01016,RECEIPT,2023-09-20,EUR,10706.97,9148.69,BACS,BNK560311
RCP-2023-01608,SI-2023-01044,RECEIPT,2023-09-15,GBP,3197.87,3197.87,BACS,BNK329417
PAY-2023-01609,PI-2023-00615,PAYMENT,2023-08-11,EUR,368.76,327.91,BACS,BNK423712
PAY-2023-01610,PI-2023-00633,PAYMENT,2023-09-01,GBP,1179.77,1179.77,DD,BNK179913
PAY-2023-01611,PI-2023-00640,PAYMENT,2023-09-22,EUR,1069.64,909.78,DD,BNK563301
PAY-2023-01612,PI-2023-00641,PAYMENT,2023-09-15,EUR,1344.62,1159.07,DD,BNK817148
PAY-2023-01613,PI-2023-00643,PAYMENT,2023-09-01,GBP,5105.03,5105.03,BACS,BNK845245
PAY-2023-01614,PI-2023-00646,PAYMENT,2023-09-05,EUR,2227.58,1956.04,CHEQUE,BNK190338
PAY-2023-01615,PI-2023-00652,PAYMENT,2023-09-15,GBP,1157.62,1157.62,DD,BNK337863
PAY-2023-01616,PI-2023-00653,PAYMENT,2023-09-21,GBP,7187.0,7187.0,bacs,BNK241722
PAY-2023-01617,PI-2023-00654,PAYMENT,2023-09-05,GBP,16351.86,16351.86,BACS,BNK568088
PAY-2023-01618,PI-2023-00658,PAYMENT,2023-09-04,GBP,3603.71,3603.71,CHEQUE,BNK823381
PAY-2023-01619,PI-2023-00662,PAYMENT,2023-09-01,GBP,2773.56,2773.56,BACS,BNK884443
PAY-2023-01620,PI-2023-00663,PAYMENT,2023-09-14,GBP,6343.82,6343.82,BACS,BNK100370
PAY-2023-01621,PI-2023-00664,PAYMENT,2023-09-08,EUR,7358.46,6407.42,BACS,BNK473191
PAY-2023-01622,PI-2023-00666,PAYMENT,2023-09-07,GBP,603.3,603.3,DD,BNK570490
PAY-2023-01623,PI-2023-00667,PAYMENT,2023-08-04,GBP,8591.04,8591.04,DD,BNK652629
PAY-2023-01624,PI-2023-00669,PAYMENT,2023-09-01,USD,641.63,472.16,CHEQUE,BNK365082
PAY-2023-01625,PI-2023-00673,PAYMENT,2023-09-22,EUR,872.98,742.51,DD,BNK846044
PAY-2023-01626,PI-2023-00674,PAYMENT,2023-09-22,GBP,9445.75,9445.75,BACS,BNK361123
PAY-2023-01627,PI-2023-00675,PAYMENT,2023-09-13,EUR,29198.46,25375.48,BACS,BNK145390
PAY-2023-01628,PI-2023-00677,PAYMENT,2023-09-01,EUR,1473.09,1294.51,BACS,BNK884904
PAY-2023-01629,PI-2023-00678,PAYMENT,2023-09-08,GBP,772.4,772.4,BACS,BNK912795
PAY-2023-01630,PI-2023-00679,PAYMENT,2023-09-04,GBP,8177.12,8177.12,BACS,BNK256034
PAY-2023-01631,PI-2023-00680,PAYMENT,2023-09-15,GBP,5455.38,5455.38,BACS,BNK430297
PAY-2023-01632,PI-2023-00682,PAYMENT,2023-09-13,GBP,82773.23,82773.23,BACS,BNK939290
PAY-2023-01633,PI-2023-00686,PAYMENT,2023-08-25,EUR,509.1,445.62,BACS,BNK245580
PAY-2023-01634,PI-2023-00690,PAYMENT,2023-09-22,GBP,11939.28,11939.28,BACS,BNK794258
PAY-2023-01635,PI-2023-00691,PAYMENT,2023-09-11,EUR,2722.53,2371.53,BACS,BNK230422
PAY-2023-01636,PI-2023-00694,PAYMENT,2023-08-25,EUR,10893.15,9534.8,DD,BNK716738
PAY-2023-01637,PI-2023-00695,PAYMENT,2023-09-08,USD,1125.83,818.94,DD,BNK366464
PAY-2023-01638,PI-2023-00696,PAYMENT,2023-09-13,GBP,1070.89,1070.89,BACS,BNK683040
PAY-2023-01639,PI-2023-00697,PAYMENT,2023-09-28,GBP,14190.16,14190.16,bacs,BNK686796
PAY-2023-01640,PI-2023-00698,PAYMENT,2023-09-19,EUR,49208.25,41968.54,BACS,BNK513810
PAY-2023-01641,PI-2023-00699,PAYMENT,2023-09-13,EUR,4374.21,3801.49,BACS,BNK379232
PAY-2023-01642,PI-2023-00701,PAYMENT,2023-09-08,EUR,3289.83,2864.64,BACS,BNK596617
PAY-2023-01643,PI-2023-00703,PAYMENT,2023-09-14,EUR,1027.96,890.01,BACS,BNK719737
PAY-2023-01644,PI-2023-00704,PAYMENT,2023-09-12,GBP,2986.97,2986.97,BACS,BNK256934
PAY-2023-01645,PI-2023-00706,PAYMENT,2023-09-25,GBP,47043.9,47043.9,BACS,BNK339123
PAY-2023-01646,PI-2023-00707,PAYMENT,2023-09-22,EUR,502.2,427.15,BACS,BNK363692
PAY-2023-01647,PI-2023-00708,PAYMENT,2023-09-28,GBP,2398.51,2398.51,CHEQUE,BNK502585
PAY-2023-01648,PI-2023-00709,PAYMENT,2023-09-15,EUR,4290.97,3698.84,BACS,BNK463859
PAY-2023-01649,PI-2023-00721,PAYMENT,2023-09-15,EUR,1143.7,985.88,BACS,BNK121045
PAY-2023-01650,PI-2023-00722,PAYMENT,2023-09-29,EUR,1778.35,1495.91,DD,BNK893571
PAY-2023-01651,PI-2023-00730,PAYMENT,2023-09-28,EUR,2535.85,2128.76,BACS,BNK477270
PAY-2023-01652,PI-2023-00733,PAYMENT,2023-09-25,EUR,27021.22,22913.13,BACS,BNK589986
PAY-2023-01653,PI-2023-00738,PAYMENT,2023-09-22,GBP,1456.96,1456.96,DD,BNK137168
RCP-2023-01654,SI-2023-00753,RECEIPT,2023-07-05,EUR,11516.45,10325.81,CHEQUE,BNK630317
RCP-2023-01655,SI-2023-00864,RECEIPT,2023-09-19,EUR,6294.1,5368.09,CARD,BNK245534
RCP-2023-01656,SI-2023-00907,RECEIPT,2023-10-23,GBP,19790.89,19790.89,CARD,BNK896131
RCP-2023-01657,SI-2023-00917,RECEIPT,2023-09-29,EUR,14847.06,12488.99,CHEQUE,BNK940876
RCP-2023-01658,SI-2023-00924,RECEIPT,2023-09-13,USD,25009.61,17957.55,BACS,BNK668532
RCP-2023-01659,SI-2023-00925,RECEIPT,2023-10-19,GBP,7018.68,7018.68,BACS,BNK438163
RCP-2023-01660,SI-2023-00929,RECEIPT,2023-09-27,GBP,13593.42,13593.42,CARD,BNK214805
RCP-2023-01661,SI-2023-00931,RECEIPT,2023-09-22,GBP,20767.15,20767.15,BACS,BNK158380
RCP-2023-01662,SI-2023-00937,RECEIPT,2023-10-31,GBP,8864.87,8864.87,bacs,BNK158989
RCP-2023-01663,SI-2023-00953,RECEIPT,2023-08-31,GBP,12804.08,12804.08,BACS,BNK876540
RCP-2023-01664,SI-2023-00956,RECEIPT,2023-10-11,EUR,5004.11,4190.45,CARD,BNK550004
RCP-2023-01665,SI-2023-00959,RECEIPT,2023-09-22,GBP,11724.07,11724.07,BACS,BNK348679
RCP-2023-01666,SI-2023-00960,RECEIPT,2023-09-21,GBP,6848.58,6848.58,CHEQUE,BNK429883
RCP-2023-01667,SI-2023-00964,RECEIPT,2023-10-11,USD,3522.07,2460.82,BACS,BNK290487
RCP-2023-01668,SI-2023-00965,RECEIPT,2023-09-26,GBP,21784.24,21784.24,BACS,BNK776338
RCP-2023-01669,SI-2023-00970,RECEIPT,2023-10-19,EUR,6857.88,5769.94,CARD,BNK977364
RCP-2023-01670,SI-2023-00980,RECEIPT,2023-09-21,GBP,4280.47,4280.47,BACS,BNK389198
RCP-2023-01671,SI-2023-00981,RECEIPT,2023-10-20,GBP,14866.49,14866.49,BACS,BNK862119
RCP-2023-01672,SI-2023-00984,RECEIPT,2023-10-02,EUR,39344.46,33063.0,CHEQUE,BNK597792
RCP-2023-01673,SI-2023-00985,RECEIPT,2023-09-25,GBP,6479.39,6479.39,BACS,BNK582253
RCP-2023-01674,SI-2023-00991,RECEIPT,2023-10-31,GBP,34412.75,34412.75,BACS,BNK497239
RCP-2023-01675,SI-2023-00993,RECEIPT,2023-10-27,EUR,5592.0,4706.1,BACS,BNK142170
RCP-2023-01676,SI-2023-00994,RECEIPT,2023-10-10,GBP,34046.21,34046.21,BACS,BNK147124
RCP-2023-01677,SI-2023-00995,RECEIPT,2023-10-20,GBP,20685.98,20685.98,BACS,BNK411985
RCP-2023-01678,SI-2023-00996,RECEIPT,2023-10-13,GBP,8468.76,8468.76,BACS,BNK348072
RCP-2023-01679,SI-2023-01000,RECEIPT,2023-10-11,EUR,18887.74,15816.61,BACS,BNK620075
RCP-2023-01680,SI-2023-01003,RECEIPT,2023-10-27,EUR,16647.18,14009.9,BACS,BNK972299
RCP-2023-01681,SI-2023-01007,RECEIPT,2023-09-29,EUR,5491.39,4619.23,CHEQUE,BNK274506
RCP-2023-01682,SI-2023-01009,RECEIPT,2023-10-27,USD,4181.65,2919.91,BACS,BNK159823
RCP-2023-01683,SI-2023-01010,RECEIPT,2023-10-24,GBP,7445.69,7445.69,BACS,BNK992467
RCP-2023-01684,SI-2023-01018,RECEIPT,2023-10-16,GBP,13059.52,13059.52,CHEQUE,BNK768470
RCP-2023-01685,SI-2023-01028,RECEIPT,2023-10-10,GBP,7083.66,7083.66,cheque,BNK215748
RCP-2023-01686,SI-2023-01031,RECEIPT,2023-10-20,GBP,4920.2,4920.2,BACS,BNK483613
RCP-2023-01687,SI-2023-01032,RECEIPT,2023-10-20,GBP,6488.05,6488.05,BACS,BNK342172
RCP-2023-01688,SI-2023-01035,RECEIPT,2023-10-13,USD,9175.08,6450.51,CARD,BNK154670
RCP-2023-01689,SI-2023-01036,RECEIPT,2023-10-17,GBP,2536.08,2536.08,BACS,BNK717699
RCP-2023-01690,SI-2023-01038,RECEIPT,2023-10-19,EUR,18468.1,15538.3,BACS,BNK688605
RCP-2023-01691,SI-2023-01043,RECEIPT,2023-10-20,GBP,10787.59,10787.59,CHEQUE,BNK809980
RCP-2023-01692,SI-2023-01059,RECEIPT,2023-10-26,USD,6997.31,4893.2,CHEQUE,BNK997826
RCP-2023-01693,SI-2023-01084,RECEIPT,2023-10-20,EUR,5736.45,4846.65,CARD,BNK992433
PAY-2023-01694,PI-2023-00634,PAYMENT,2023-09-29,EUR,4428.86,3725.45,BACS,BNK406360
PAY-2023-01695,PI-2023-00638,PAYMENT,2023-09-05,GBP,1650.86,1650.86,BACS,BNK982864
PAY-2023-01696,PI-2023-00647,PAYMENT,2023-10-06,EUR,1271.92,1059.1,DD,BNK198965
PAY-2023-01697,PI-2023-00672,PAYMENT,2023-10-06,GBP,1434.43,1434.43,BACS,BNK903982
PAY-2023-01698,PI-2023-00676,PAYMENT,2023-10-04,GBP,131202.68,131202.68,DD,BNK118845
PAY-2023-01699,PI-2023-00683,PAYMENT,2023-09-28,GBP,3647.84,3647.84,BACS,BNK651618
PAY-2023-01700,PI-2023-00684,PAYMENT,2023-10-20,GBP,14670.9,14670.9,CHEQUE,BNK997607
PAY-2023-01701,PI-2023-00685,PAYMENT,2023-09-22,EUR,237.42,201.94,DD,BNK196246
PAY-2023-01702,PI-2023-00687,PAYMENT,2023-10-13,EUR,1348.9,1127.39,BACS,BNK917732
PAY-2023-01703,PI-2023-00689,PAYMENT,2023-10-12,GBP,1089.22,1089.22,BACS,BNK273286
PAY-2023-01704,PI-2023-00692,PAYMENT,2023-09-15,GBP,7147.18,7147.18,DD,BNK528773
PAY-2023-01705,PI-2023-00693,PAYMENT,2023-10-06,EUR,429.32,357.49,DD,BNK637282
PAY-2023-01706,PI-2023-00700,PAYMENT,2023-10-06,EUR,7828.14,6518.32,BACS,BNK876802
PAY-2023-01707,PI-2023-00705,PAYMENT,2023-10-11,EUR,749.42,627.57,BACS,BNK387185
PAY-2023-01708,PI-2023-00710,PAYMENT,2023-10-06,EUR,1192.26,992.77,bacs,BNK576555
PAY-2023-01709,PI-2023-00711,PAYMENT,2023-10-25,GBP,12159.14,12159.14,BACS,BNK560473
PAY-2023-01710,PI-2023-00712,PAYMENT,2023-10-20,GBP,5615.42,5615.42,BACS,BNK192702
PAY-2023-01711,PI-2023-00713,PAYMENT,2023-10-25,USD,5856.5,4108.39,BACS,BNK786968
PAY-2023-01712,PI-2023-00714,PAYMENT,2023-10-13,EUR,11497.5,9609.42,DD,BNK332525
PAY-2023-01713,PI-2023-00715,PAYMENT,2023-10-17,GBP,3886.68,3886.68,BACS,BNK815252
PAY-2023-01714,PI-2023-00716,PAYMENT,2023-10-06,EUR,80718.64,67212.64,DD,BNK534399
PAY-2023-01715,PI-2023-00719,PAYMENT,2023-10-20,EUR,1169.21,987.85,BACS,BNK637372
PAY-2023-01716,PI-2023-00724,PAYMENT,2023-10-20,GBP,3201.26,3201.26,BACS,BNK898746
PAY-2023-01717,PI-2023-00726,PAYMENT,2023-10-20,GBP,653.16,653.16,BACS,BNK266728
PAY-2023-01718,PI-2023-00728,PAYMENT,2023-10-25,GBP,12238.49,12238.49,BACS,BNK930324
PAY-2023-01719,PI-2023-00729,PAYMENT,2023-10-19,GBP,16971.36,16971.36,BACS,BNK136979
PAY-2023-01720,PI-2023-00731,PAYMENT,2023-09-26,EUR,1113.22,942.41,DD,BNK154307
PAY-2023-01721,PI-2023-00732,PAYMENT,2023-10-05,EUR,6770.94,5636.38,BACS,BNK851284
PAY-2023-01722,PI-2023-00734,PAYMENT,2023-10-26,GBP,3305.64,3305.64,BACS,BNK924957
PAY-2023-01723,PI-2023-00736,PAYMENT,2023-10-11,GBP,2019.97,2019.97,DD,BNK178981
PAY-2023-01724,PI-2023-00737,PAYMENT,2023-10-12,GBP,9076.64,9076.64,CHEQUE,BNK584502
PAY-2023-01725,PI-2023-00740,PAYMENT,2023-10-27,GBP,906.96,906.96,DD,BNK323209
PAY-2023-01726,PI-2023-00742,PAYMENT,2023-10-16,GBP,1531.2,1531.2,BACS,BNK267153
PAY-2023-01727,PI-2023-00743,PAYMENT,2023-10-11,GBP,13886.57,13886.57,BACS,BNK390357
PAY-2023-01728,PI-2023-00746,PAYMENT,2023-10-27,EUR,1742.18,1466.18,DD,BNK869177
